LSOA code,All usual residents aged 16-74 ,Never worked and long term unemployed
E01002699,1053,59
E01002700,1430,60
E01002701,1261,120
E01002702,1554,168
E01002703,1296,127
E01002704,1764,139
E01002706,1536,126
E01002707,1482,90
E01002708,1632,99
E01002709,1389,145
E01002710,1238,171
E01002711,1698,114
E01002712,1562,255
E01002713,1170,150
E01002714,1422,46
E01002715,1108,153
E01002716,1736,206
E01002717,1033,67
E01002718,1417,74
E01002719,1177,41
E01002720,1671,226
E01002721,1346,119
E01002722,1032,114
E01002723,1209,94
E01002724,1795,44
E01002725,1137,89
E01002726,1362,114
E01002727,1364,84
E01002728,1440,89
E01002729,1289,121
E01002730,1509,115
E01002732,1446,251
E01002733,1516,69
E01002734,1180,230
E01002735,1351,101
E01002736,1023,186
E01002737,1369,241
E01002738,1397,113
E01002739,1451,75
E01002740,1461,47
E01002741,1104,154
E01002742,1271,36
E01002743,1239,92
E01002744,1205,70
E01002745,1206,65
E01002747,1333,68
E01002748,1142,148
E01002749,972,75
E01002751,1390,199
E01002752,1162,113
E01002753,1154,120
E01002754,1176,79
E01002755,1012,144
E01002756,1087,75
E01002757,1088,123
E01002758,960,201
E01002759,1276,60
E01002760,1135,170
E01002762,1693,101
E01002763,1201,86
E01002764,1359,136
E01002765,1958,218
E01002766,1366,153
E01002767,1628,161
E01002768,1289,84
E01002769,1702,64
E01002770,1226,78
E01002771,1383,134
E01002772,1481,124
E01002773,826,113
E01002774,1704,148
E01002775,1229,68
E01002776,1254,108
E01002777,1378,96
E01002778,1223,187
E01002779,1563,101
E01002780,1327,118
E01002781,1046,115
E01002782,1058,193
E01002783,1185,132
E01002784,1353,159
E01002785,1497,118
E01002786,1394,150
E01002787,1369,199
E01002788,1575,94
E01002789,1538,52
E01002790,1118,94
E01002791,1255,71
E01002792,1559,69
E01002793,1562,142
E01002794,1477,79
E01002795,1643,139
E01002796,889,64
E01002797,1539,153
E01002798,1640,84
E01002799,1381,169
E01002800,742,132
E01002801,1299,61
E01002802,1214,62
E01002804,1531,187
E01002805,1329,95
E01002806,1274,97
E01002807,1366,144
E01002808,1556,139
E01002809,1300,137
E01002810,1247,142
E01002811,1132,134
E01033486,830,95
E01033487,1055,30
E01033488,972,97
E01033489,1747,32
E01033490,1463,80
E01033491,1449,102
E01033493,1229,18
E01033494,1236,50
E01035651,973,107
E01035652,791,47
E01035653,1043,32
E01035654,168,10
E01035655,1269,93
E01035656,462,19
E01002812,1551,100
E01002813,1376,56
E01002814,1548,186
E01002815,1160,79
E01002816,1073,58
E01002817,1215,74
E01002818,1685,119
E01002819,1309,66
E01002821,1158,50
E01002823,1038,92
E01002824,1199,56
E01002825,1486,115
E01002826,1263,60
E01002827,1462,46
E01002828,1063,41
E01002829,1513,111
E01002830,1444,117
E01002831,1599,153
E01002832,1113,94
E01002833,1206,53
E01002834,1140,53
E01002835,1261,48
E01002836,1183,44
E01002837,1092,41
E01002839,1359,114
E01002840,984,114
E01002841,1130,81
E01002842,917,168
E01002843,954,105
E01002844,1103,49
E01002845,1088,76
E01002846,1155,71
E01002847,1392,58
E01002848,1348,91
E01002849,1259,56
E01002850,1238,84
E01002851,1395,159
E01002852,1600,249
E01002853,837,151
E01002854,805,133
E01002855,1557,214
E01002856,1277,113
E01002857,813,140
E01002858,1010,121
E01002859,1332,62
E01002860,1221,55
E01002861,1121,73
E01002862,1260,104
E01002863,1164,73
E01002864,1042,96
E01002865,1010,102
E01002866,1417,94
E01002867,1593,146
E01002868,1272,72
E01002869,1217,92
E01002870,1064,128
E01002871,1302,67
E01002872,1016,104
E01002873,1045,68
E01002874,1135,67
E01002875,1075,54
E01002876,1305,102
E01002877,1222,164
E01002878,1321,108
E01002879,1155,154
E01002880,1142,174
E01002881,1039,155
E01002882,1027,61
E01002883,1395,79
E01002884,1219,44
E01002885,1349,50
E01002886,1230,31
E01002887,1414,63
E01002888,1815,70
E01002889,1036,46
E01002890,1277,65
E01002891,1172,82
E01002892,1322,44
E01002893,1504,92
E01002894,1197,64
E01002896,1445,48
E01002897,1123,56
E01002898,1178,50
E01002899,1074,73
E01002900,1150,49
E01002901,776,39
E01002902,1413,68
E01002903,1177,36
E01002904,879,159
E01002905,1188,169
E01002906,1251,152
E01002907,922,173
E01002908,1066,80
E01002909,1795,118
E01002910,1086,70
E01002911,1309,56
E01002912,1335,58
E01002913,1525,114
E01002914,1191,47
E01035713,1946,82
E01035714,2466,89
E01002915,991,41
E01002916,1077,42
E01002917,1019,25
E01002918,1223,78
E01002919,1256,96
E01002920,1108,34
E01002921,1302,44
E01002922,1406,35
E01002923,1191,80
E01002924,1060,27
E01002925,1066,19
E01002926,1081,26
E01002927,1137,51
E01002928,1156,85
E01002929,1211,53
E01002930,1266,80
E01002931,1316,68
E01002932,1256,134
E01002933,1377,70
E01002934,1307,38
E01002935,1450,34
E01002937,1223,34
E01002938,1357,40
E01002939,1140,53
E01002940,1104,55
E01002941,1090,39
E01002942,996,28
E01002943,1036,51
E01002944,979,33
E01002945,1154,35
E01002946,1144,32
E01002947,1188,25
E01002948,1492,75
E01002949,1341,44
E01002950,1148,57
E01002951,1137,66
E01002952,1094,66
E01002953,947,35
E01002954,930,43
E01002955,1056,66
E01002956,1219,58
E01002957,1258,100
E01002958,1241,58
E01002959,1012,48
E01002960,1159,53
E01002961,1260,51
E01002962,1103,70
E01002963,1281,52
E01002964,1794,83
E01002965,1927,62
E01002966,1461,50
E01002967,1534,42
E01002968,2276,86
E01002969,1287,177
E01002970,1196,75
E01002971,1334,46
E01002972,1488,60
E01002973,1026,90
E01002974,1437,82
E01002975,991,72
E01002976,1185,28
E01002977,1168,99
E01002978,1337,61
E01002979,1168,44
E01002980,1049,71
E01002981,1118,64
E01002982,1007,57
E01002983,1210,50
E01002984,965,72
E01002985,1183,95
E01002986,922,53
E01002987,1411,101
E01002988,1652,35
E01002989,1535,23
E01002990,1437,50
E01002991,1317,38
E01002992,1548,31
E01002993,1262,30
E01002994,1079,51
E01002995,1060,33
E01002996,1106,27
E01002997,1114,61
E01002998,1113,56
E01002999,1191,72
E01003000,1153,60
E01003001,1340,62
E01003002,1320,63
E01003003,1176,77
E01003004,1137,44
E01003005,1090,29
E01003006,1032,38
E01003007,1029,33
E01003008,976,16
E01003009,1333,44
E01003010,1082,30
E01003011,1276,44
E01033569,1335,46
E01034576,526,18
E01034577,635,34
E01003013,1478,29
E01003014,1557,104
E01003015,968,109
E01003016,1251,65
E01003017,1389,84
E01003018,1793,79
E01003019,1796,71
E01003020,1444,103
E01003021,1492,232
E01003022,1428,80
E01003023,1970,105
E01003024,1322,139
E01003025,1562,133
E01003026,1262,26
E01003027,1040,33
E01003028,1144,59
E01003029,1503,60
E01003030,1515,40
E01003031,1391,91
E01003032,1417,104
E01003033,1175,43
E01003034,1384,82
E01003035,1390,54
E01003036,1311,72
E01003037,1100,103
E01003038,1061,19
E01003039,1935,62
E01003040,1044,50
E01003041,1239,105
E01003042,877,51
E01003043,1345,89
E01003044,961,128
E01003045,1410,217
E01003046,1233,173
E01003047,1310,131
E01003048,1232,188
E01003049,1220,146
E01003050,1417,106
E01003051,1272,151
E01003052,1334,184
E01003053,1532,53
E01003054,1682,50
E01003055,1330,101
E01003056,1682,94
E01003057,1357,116
E01003058,1705,78
E01003059,1245,133
E01003060,1176,156
E01003061,1031,92
E01003062,1340,63
E01003063,1061,120
E01003064,1190,57
E01003065,1034,108
E01003066,1254,127
E01003067,1117,71
E01003068,1088,114
E01003069,947,100
E01003070,1103,143
E01003071,1912,88
E01003072,1336,56
E01003073,1503,122
E01003074,1897,148
E01003075,1180,139
E01003076,1581,77
E01003077,1466,82
E01003078,1005,37
E01003079,1262,112
E01003080,1247,97
E01003081,1363,111
E01003082,1032,103
E01003083,1127,75
E01003084,1231,89
E01003085,1550,110
E01003086,1108,154
E01003087,778,103
E01003088,1473,133
E01003089,1439,149
E01003090,1765,82
E01003091,1280,102
E01003092,1326,149
E01003093,1673,205
E01003094,1553,112
E01003095,1487,85
E01003096,1875,85
E01003097,1319,117
E01003098,1219,95
E01003099,1271,86
E01003100,1770,43
E01003101,1245,87
E01003102,1467,79
E01003104,1370,59
E01003105,1267,107
E01003106,1279,68
E01003107,1859,78
E01003108,1174,130
E01003110,1548,79
E01003111,1125,150
E01003112,1220,103
E01003113,1588,130
E01003114,1465,91
E01003115,1255,91
E01003116,1217,82
E01003117,1558,110
E01003118,1375,96
E01003119,1516,106
E01003120,1613,142
E01003121,1183,156
E01003122,1507,102
E01003123,1250,51
E01003124,1155,96
E01003125,1222,154
E01003126,1171,117
E01003127,1422,113
E01003128,1143,121
E01003129,1537,104
E01003130,1384,83
E01003131,1141,51
E01003132,1033,119
E01003133,1351,100
E01003134,1184,90
E01003135,1336,108
E01003136,1255,97
E01003137,1125,117
E01003138,1266,45
E01003139,914,84
E01003140,1302,98
E01003141,1262,120
E01003142,961,91
E01003143,1018,100
E01003144,1149,77
E01003145,1357,108
E01003146,1118,103
E01003147,1534,109
E01003148,1360,105
E01003149,1327,98
E01003150,1275,124
E01003151,1314,175
E01003152,1502,87
E01003153,1786,66
E01003154,1388,137
E01003155,1442,101
E01003156,1206,60
E01003157,1171,68
E01003158,1319,25
E01003159,1135,94
E01003160,1065,128
E01003161,931,51
E01003162,1496,188
E01003163,1154,65
E01003164,1645,121
E01003165,1172,77
E01003166,1771,125
E01003167,1258,55
E01003168,1159,132
E01003169,1894,134
E01003170,1335,51
E01003171,1407,97
E01003172,1460,147
E01003173,1312,53
E01003174,1442,165
E01003175,1143,129
E01003176,1305,162
E01003177,1333,93
E01003178,1354,74
E01003179,1205,157
E01003180,1212,116
E01003181,1171,116
E01003182,1420,144
E01003183,1188,133
E01003184,979,136
E01003185,1343,103
E01003186,1622,99
E01003187,1200,133
E01003188,1029,145
E01032582,1587,105
E01033208,1493,75
E01033862,649,38
E01033863,1143,119
E01033864,779,94
E01033865,554,46
E01033866,0,0
E01003189,1101,134
E01003190,1284,147
E01003191,1044,102
E01003192,1164,158
E01003193,1138,94
E01003194,1218,104
E01003195,1099,62
E01003196,1130,102
E01003197,1156,146
E01003198,1051,54
E01003199,1358,55
E01003200,1251,25
E01003201,1224,93
E01003202,1194,21
E01003203,1424,89
E01003204,1055,99
E01003205,937,133
E01003206,1209,65
E01003207,1069,102
E01003209,1606,96
E01003210,1460,98
E01003211,1292,74
E01003212,1619,83
E01003213,1604,83
E01003214,1376,118
E01003215,1662,75
E01003216,1390,126
E01003217,1169,76
E01003218,1092,69
E01003219,1216,72
E01003220,1159,106
E01003221,1428,140
E01003222,1181,112
E01003223,1249,86
E01003224,1249,107
E01003225,1162,48
E01003226,1365,67
E01003227,1277,73
E01003228,1168,68
E01003229,1156,126
E01003230,1458,113
E01003231,1234,84
E01003232,1283,64
E01003233,1297,89
E01003235,930,85
E01003236,1061,118
E01003237,1002,89
E01003238,959,104
E01003239,964,89
E01003240,1230,121
E01003241,1116,131
E01003243,936,102
E01003244,1075,141
E01003245,1044,127
E01003246,1088,122
E01003247,1476,92
E01003248,1179,147
E01003249,1551,158
E01003251,1389,208
E01003252,1038,189
E01003253,1109,138
E01003254,1090,44
E01003255,1569,87
E01003256,1555,153
E01003257,1152,84
E01003258,1001,118
E01003259,1257,67
E01003260,1246,71
E01003261,1115,59
E01003262,1005,52
E01003263,1138,103
E01003264,1140,82
E01003265,1118,117
E01003266,1406,138
E01003267,900,100
E01003268,1271,87
E01003269,1168,83
E01003270,1264,58
E01003271,1265,39
E01003272,1592,67
E01003273,1634,129
E01003274,1333,84
E01003275,1196,116
E01003276,1375,73
E01003277,1376,85
E01003278,1526,77
E01003279,1257,55
E01003280,1150,95
E01003281,1115,61
E01003282,1981,120
E01003283,1561,58
E01003284,1350,76
E01003285,1249,60
E01003286,1134,115
E01003287,1459,66
E01003288,1331,127
E01003290,1386,152
E01003291,1069,156
E01003292,1499,96
E01003293,1167,107
E01003295,1026,93
E01003297,1170,105
E01003298,950,124
E01003299,1238,138
E01003300,1012,151
E01003301,1767,102
E01003302,1151,128
E01003303,1227,132
E01003304,1534,162
E01003305,989,91
E01003307,1125,64
E01003308,1359,115
E01003309,1059,100
E01003310,1230,108
E01003311,1150,58
E01003312,1344,81
E01003313,1068,105
E01003314,1224,67
E01003315,1004,74
E01003316,1109,61
E01003318,1263,181
E01003319,1285,116
E01003320,1088,121
E01003321,1455,123
E01003322,1078,81
E01003323,1131,109
E01003324,1096,128
E01003325,1225,139
E01003326,1055,76
E01003327,1408,88
E01003328,1311,103
E01003329,1201,72
E01003330,1021,109
E01003331,997,88
E01003332,1115,87
E01003333,1173,81
E01003334,1254,105
E01003335,1012,108
E01003336,964,113
E01003337,1081,120
E01003338,1328,193
E01003339,1370,93
E01003340,1619,84
E01003341,1177,56
E01003342,1307,87
E01003343,1060,82
E01003344,1404,90
E01003345,1426,123
E01003346,1061,101
E01003347,1112,182
E01003348,1027,93
E01003349,921,107
E01003350,942,96
E01003351,945,89
E01003352,1249,144
E01003353,1245,95
E01003354,1202,93
E01032564,866,105
E01032565,926,88
E01032579,1142,118
E01033320,1167,123
E01033322,1050,69
E01033324,1242,97
E01033325,1134,31
E01033327,1240,95
E01033341,964,102
E01034387,419,25
E01034388,238,20
E01034389,721,100
E01034390,212,33
E01034391,1136,86
E01034392,847,80
E01034393,342,12
E01034394,136,13
E01034395,324,47
E01003355,1302,37
E01003356,1354,45
E01003357,1358,121
E01003358,1521,57
E01003359,1356,65
E01003360,1359,28
E01003361,1252,55
E01003362,997,40
E01003363,1170,47
E01003364,1272,33
E01003365,1045,55
E01003366,1178,52
E01003368,1254,105
E01003369,1410,55
E01003370,1668,77
E01003371,1274,47
E01003372,1175,112
E01003373,1016,125
E01003374,1000,145
E01003375,1179,82
E01003376,1188,118
E01003377,1109,154
E01003378,1442,131
E01003379,1221,157
E01003380,1264,30
E01003381,1019,25
E01003382,1355,34
E01003383,1274,31
E01003384,1206,29
E01003385,1193,33
E01003386,1551,141
E01003387,1162,121
E01003388,1062,95
E01003389,1288,119
E01003390,1151,150
E01003391,943,109
E01003392,1009,74
E01003393,1234,92
E01003394,1494,140
E01003395,1113,81
E01003396,1249,80
E01003397,1189,86
E01003398,1291,112
E01003399,1329,28
E01003400,1228,26
E01003401,1027,32
E01003402,1183,37
E01003403,1159,37
E01003404,1137,28
E01003405,1254,132
E01003406,1200,126
E01003407,1449,91
E01003408,1527,92
E01003409,1221,142
E01003410,1230,100
E01003411,1261,97
E01003412,1198,104
E01003413,1388,118
E01003414,1185,87
E01003415,1183,80
E01003416,1145,85
E01003417,1145,37
E01003418,1083,37
E01003419,1260,61
E01003420,979,39
E01003421,1206,52
E01003422,1008,38
E01003423,1167,24
E01003424,1068,19
E01003425,1044,26
E01003426,1253,78
E01003427,1357,123
E01003428,1084,39
E01003429,1052,65
E01003430,1010,97
E01003431,1066,113
E01003432,1035,117
E01003433,1102,97
E01003434,1095,65
E01003435,968,55
E01003436,1092,85
E01003437,1370,102
E01003438,1196,102
E01003439,1076,111
E01003440,1142,96
E01003441,1290,118
E01003442,1190,39
E01003443,1118,24
E01003444,1125,31
E01003445,1241,47
E01003446,1365,53
E01003447,1152,68
E01003448,1213,113
E01003449,1262,128
E01003450,1107,102
E01003451,1239,55
E01003452,1405,94
E01003453,1194,134
E01003454,1033,30
E01003455,1301,51
E01003456,1276,49
E01003457,1191,18
E01003458,1281,40
E01003459,1639,80
E01003460,1097,36
E01003461,1223,16
E01003462,1021,26
E01003463,904,45
E01003464,930,44
E01003465,893,29
E01003466,1167,44
E01003467,1181,31
E01003468,1228,39
E01003469,1188,91
E01003470,1302,83
E01003471,1122,44
E01003472,957,26
E01003473,1040,28
E01003474,1007,16
E01003476,1045,46
E01003477,1362,58
E01003478,1182,18
E01034578,730,28
E01034579,1074,55
E01034580,959,48
E01034581,1055,28
E01003479,1118,111
E01003480,1762,143
E01003481,1218,102
E01003483,1103,151
E01003484,1221,121
E01003485,1148,109
E01003486,877,162
E01003487,988,185
E01003488,1516,315
E01003489,1239,241
E01003490,1139,197
E01003491,1538,274
E01003492,1433,226
E01003494,1419,178
E01003495,1513,139
E01003496,1146,132
E01003497,1275,148
E01003498,1287,168
E01003499,1547,246
E01003500,1492,211
E01003501,1512,225
E01003502,1400,199
E01003503,1241,214
E01003506,1073,143
E01003507,1542,214
E01003508,1130,166
E01003509,1443,175
E01003511,893,139
E01003512,1329,159
E01003513,1171,98
E01003514,1086,171
E01003515,1271,165
E01003516,1327,193
E01003517,1231,143
E01003518,1209,102
E01003519,1204,124
E01003520,1530,250
E01003521,1804,240
E01003522,1369,234
E01003523,1465,234
E01003524,1520,287
E01003525,1485,267
E01003526,1391,284
E01003527,1239,150
E01003528,933,171
E01003529,1850,358
E01003530,1385,213
E01003531,1526,243
E01003532,1534,263
E01003533,1374,249
E01003534,1726,327
E01003535,1168,211
E01003536,1275,182
E01003537,1472,175
E01003538,1404,228
E01003539,1512,213
E01003540,1254,196
E01003541,1259,146
E01003542,1292,204
E01003543,1868,186
E01003544,1457,198
E01003545,1275,145
E01003546,1365,211
E01003547,1484,124
E01003548,1837,170
E01003549,1684,159
E01003550,1316,177
E01003551,1382,199
E01003552,1272,212
E01003553,1472,176
E01003554,1538,139
E01003555,1419,209
E01003556,1502,174
E01003557,1583,266
E01003558,1191,221
E01003559,2124,160
E01003560,1348,225
E01003561,1434,229
E01003562,1732,299
E01003563,1507,311
E01003564,1847,296
E01003565,1400,270
E01003566,1325,254
E01003567,1374,266
E01003568,1762,298
E01003569,1520,278
E01003570,1571,290
E01003571,1706,320
E01003572,1299,247
E01003573,1619,298
E01003574,2017,328
E01003575,1177,232
E01003576,1309,250
E01003577,1236,257
E01003578,1395,226
E01003579,1327,261
E01003580,1226,202
E01003581,1352,260
E01003582,1132,195
E01003583,1352,257
E01003584,1533,251
E01003585,1187,261
E01003586,1374,246
E01003587,1800,282
E01003588,1313,230
E01003589,1360,249
E01003590,1068,194
E01003591,1580,316
E01003592,1364,176
E01003593,1152,201
E01003594,1300,196
E01003595,1138,167
E01003596,1291,184
E01003597,1221,204
E01003598,1334,251
E01003599,1173,189
E01003600,1336,200
E01003601,1503,223
E01003602,1503,195
E01003603,1386,189
E01003604,1647,217
E01003605,1516,232
E01003607,1216,161
E01003608,1499,154
E01003611,1215,175
E01003615,1432,150
E01003616,1368,161
E01003618,1828,155
E01003619,1885,208
E01003621,1177,194
E01003622,1120,200
E01003623,1182,231
E01003624,1110,180
E01003625,1239,243
E01003626,1204,175
E01003627,1232,215
E01003628,1230,213
E01003629,1191,226
E01003630,1493,181
E01003631,1431,162
E01003632,1718,164
E01003633,1327,194
E01003634,1353,198
E01003635,1578,133
E01003636,1426,205
E01003637,1418,141
E01033579,1140,58
E01033580,1346,52
E01033581,1322,158
E01033582,1161,57
E01033584,1109,160
E01033586,1103,115
E01034199,1393,136
E01034200,849,57
E01034201,619,108
E01034202,928,123
E01034203,319,46
E01034204,1389,201
E01034205,1125,147
E01034206,260,59
E01034207,653,30
E01034208,1421,199
E01034209,447,23
E01034210,836,67
E01034211,262,18
E01034212,1978,72
E01034213,0,0
E01034214,0,0
E01034215,0,0
E01034216,0,0
E01034217,0,0
E01034218,852,96
E01034219,0,0
E01034220,118,3
E01034221,1540,145
E01034222,520,28
E01034223,559,61
E01034224,994,117
E01034225,785,74
E01034226,242,7
E01034227,0,0
E01034228,358,19
E01034229,695,56
E01034230,0,0
E01034231,140,9
E01003638,1176,98
E01003639,1249,135
E01003640,1259,81
E01003641,1223,105
E01003642,1172,112
E01003643,1239,99
E01003644,1125,100
E01003645,1838,186
E01003646,1261,132
E01003647,1302,120
E01003648,1040,70
E01003649,1199,91
E01003650,1031,93
E01003651,1077,86
E01003652,1107,88
E01003653,1053,113
E01003654,1130,66
E01003655,1155,51
E01003656,1078,69
E01003657,1568,84
E01003658,1184,113
E01003659,1200,69
E01003660,1292,50
E01003661,1385,116
E01003662,1325,139
E01003663,1128,88
E01003664,1218,98
E01003665,1131,93
E01003666,1535,170
E01003668,1226,48
E01003669,1162,17
E01003670,1079,36
E01003671,1126,31
E01003672,1008,64
E01003673,1403,52
E01003674,1693,69
E01003675,1129,102
E01003676,1203,100
E01003677,1096,89
E01003678,1151,75
E01003679,1195,101
E01003680,1159,79
E01003681,1278,121
E01003682,1206,99
E01003683,1420,269
E01003684,1180,188
E01003685,1301,193
E01003686,1343,219
E01003688,1316,253
E01003689,1079,233
E01003690,1211,129
E01003691,1032,147
E01003692,1133,149
E01003693,1172,127
E01003694,1085,130
E01003695,1165,165
E01003696,1377,113
E01003697,1181,100
E01003698,1028,56
E01003699,1042,40
E01003700,1641,127
E01003701,1262,102
E01003702,1226,73
E01003703,1853,114
E01003704,1218,100
E01003705,1576,108
E01003706,1059,90
E01003707,981,86
E01003708,1012,131
E01003709,1150,82
E01003710,1114,79
E01003711,1250,90
E01003712,937,126
E01003713,1250,182
E01003714,1505,218
E01003715,1458,216
E01003716,1244,156
E01003718,1332,209
E01003719,1468,220
E01003720,1260,119
E01003721,1129,91
E01003722,1256,109
E01003723,1188,91
E01003724,964,52
E01003725,1057,102
E01003726,1048,114
E01003727,1109,98
E01003729,1190,265
E01003730,1129,264
E01003731,1025,180
E01003732,990,246
E01003733,1254,195
E01003734,1190,174
E01003735,1447,316
E01003736,1103,192
E01003737,1251,111
E01003738,1497,152
E01003739,1512,183
E01003740,1451,163
E01003741,1207,115
E01003742,1434,183
E01003743,1212,201
E01003744,997,30
E01003745,1043,24
E01003746,1042,28
E01003747,922,32
E01003748,1085,48
E01003749,1215,60
E01003750,1204,48
E01003751,1353,154
E01003752,1905,214
E01003753,1400,161
E01003754,1143,136
E01003755,1378,163
E01003756,1500,171
E01003757,1066,134
E01003759,1087,39
E01003760,1308,93
E01003761,1154,198
E01003762,1231,57
E01003763,1317,85
E01003764,1495,94
E01003765,1186,42
E01003766,1376,221
E01003767,1348,191
E01003768,1320,191
E01003769,1232,198
E01003770,1831,233
E01003771,1332,183
E01003772,1225,150
E01003773,1180,125
E01003774,1365,44
E01003775,1259,70
E01003776,1153,70
E01003777,1399,47
E01003778,1432,46
E01003779,1120,50
E01003780,1108,48
E01003781,1223,167
E01003782,1240,213
E01003783,1633,325
E01003784,1266,179
E01003785,1361,199
E01003786,1034,105
E01003787,1096,153
E01003788,1331,185
E01003789,1102,30
E01003790,1030,70
E01003791,1124,54
E01003792,1042,46
E01003793,1130,89
E01003794,1032,64
E01003795,848,23
E01003796,1164,55
E01032581,1228,140
E01033589,1056,134
E01033590,797,107
E01033591,1573,299
E01033592,1382,122
E01034480,1120,157
E01034481,950,154
E01034482,305,44
E01034483,320,47
E01034484,1148,202
E01003797,958,29
E01003798,1105,37
E01003799,1178,27
E01003800,1119,49
E01003801,1010,25
E01003802,1033,38
E01003803,1083,83
E01003804,1256,29
E01003805,1099,18
E01003806,1036,22
E01003807,1366,31
E01003808,1327,36
E01003809,1208,20
E01003810,1169,35
E01003811,1127,17
E01003812,1377,40
E01003813,1150,34
E01003814,1199,37
E01003815,1328,54
E01003816,1118,43
E01003817,1418,92
E01003818,1116,44
E01003819,1219,97
E01003820,1377,66
E01003821,1196,37
E01003822,1022,26
E01003823,1278,38
E01003824,1153,22
E01003825,1266,26
E01003826,1235,68
E01003827,1316,18
E01003828,1105,20
E01003829,1220,86
E01003830,1273,52
E01003831,1154,45
E01003832,1065,89
E01003833,1029,52
E01003834,1352,33
E01003835,1062,27
E01003836,1034,53
E01003837,1273,45
E01003838,1318,45
E01003839,1390,70
E01003840,1174,85
E01003841,1389,129
E01003842,1215,64
E01003843,1457,108
E01003844,1070,41
E01003845,1190,68
E01003846,1213,19
E01003847,1238,26
E01003848,1386,43
E01003849,1122,31
E01003851,1171,16
E01003852,1011,34
E01003853,1097,58
E01003854,1058,30
E01003855,1309,61
E01003856,1237,34
E01003857,1290,32
E01003858,1205,26
E01003859,1116,27
E01003860,1389,32
E01003861,1405,34
E01003862,1034,47
E01003863,990,38
E01003864,1121,35
E01003865,940,44
E01003866,1121,15
E01003867,1106,43
E01003868,1135,16
E01003869,1265,30
E01003870,1353,42
E01003871,1171,28
E01003872,1102,18
E01003873,1249,39
E01003874,1235,41
E01003875,1123,33
E01003876,1303,28
E01003877,1082,14
E01003878,1032,50
E01003879,1245,18
E01003880,1077,22
E01003881,1559,28
E01003882,1338,24
E01003883,1409,23
E01003884,1209,38
E01003885,1098,18
E01003886,1234,28
E01003887,1294,23
E01003888,1391,49
E01003889,1294,24
E01003890,1146,25
E01003891,1322,28
E01003892,1470,42
E01003893,1212,29
E01003894,1265,29
E01003895,1268,34
E01003896,1342,35
E01003897,1426,37
E01003898,1128,20
E01003899,1032,17
E01003900,1119,70
E01003901,1149,26
E01003902,928,23
E01003903,1172,77
E01003904,1119,33
E01003905,1056,30
E01003906,1173,51
E01003907,1221,71
E01003908,1324,53
E01003909,1304,49
E01003910,979,26
E01033570,1182,56
E01033571,1073,44
E01003911,1451,140
E01003912,1095,152
E01003913,1494,81
E01003914,1464,97
E01003915,1511,150
E01003916,1762,143
E01003917,1413,137
E01003918,1173,154
E01003919,1426,98
E01003920,1318,154
E01003921,1164,127
E01003922,1453,150
E01003923,1402,108
E01003924,1433,160
E01003925,953,113
E01003926,1051,108
E01003929,1883,83
E01003930,1308,89
E01003932,1309,176
E01003933,1515,114
E01003934,1165,60
E01003935,1168,61
E01003936,1731,19
E01003937,1382,69
E01003938,1446,121
E01003939,1593,80
E01003940,1107,110
E01003941,1645,92
E01003942,1275,97
E01003943,1017,104
E01003945,1247,37
E01003946,1230,95
E01003947,1027,126
E01003948,1219,87
E01003949,1473,65
E01003950,1421,153
E01003951,1118,52
E01003952,1295,53
E01003953,1734,88
E01003954,1230,46
E01003955,1454,80
E01003956,1318,41
E01003957,1346,54
E01003958,1266,55
E01003960,1485,99
E01003961,1534,167
E01003963,1220,161
E01003966,1499,185
E01003969,1516,80
E01003971,1193,207
E01003972,1251,111
E01003973,1221,109
E01003975,1175,130
E01003976,1576,135
E01003977,1321,141
E01003979,1442,102
E01003980,1608,128
E01003981,1455,58
E01003983,1398,189
E01003984,1604,153
E01003986,883,125
E01003987,1296,137
E01003988,1628,180
E01003989,1364,183
E01003990,1527,176
E01003991,925,103
E01003992,1069,112
E01003993,1230,128
E01003994,1215,117
E01003995,1075,109
E01003997,963,90
E01003998,1114,79
E01003999,1118,108
E01004000,1469,136
E01004001,1239,139
E01004002,1252,106
E01004003,1312,174
E01004004,1967,180
E01004005,1578,229
E01004006,1563,177
E01004007,882,111
E01004008,1598,207
E01004010,1139,136
E01004011,1474,195
E01004012,1837,196
E01004013,1218,158
E01004014,1283,175
E01004015,1180,52
E01004016,1504,115
E01004017,1175,62
E01004018,1459,55
E01004019,1752,145
E01004020,1434,156
E01004021,1767,68
E01004023,1172,100
E01004024,1418,137
E01004028,1287,115
E01004029,1587,56
E01004030,1237,72
E01004031,1414,92
E01004032,1510,53
E01004033,1156,122
E01004034,1115,114
E01004035,1172,149
E01004036,1631,196
E01004037,1528,153
E01004038,1746,164
E01004039,1601,143
E01004040,918,106
E01004041,1248,135
E01004042,1314,155
E01004043,1092,72
E01004044,1016,103
E01004045,1078,135
E01004046,1280,76
E01004047,1128,121
E01004048,1214,56
E01004049,1293,93
E01004050,1224,57
E01004051,1095,35
E01004052,1411,59
E01004053,1614,45
E01004054,1460,47
E01004055,978,99
E01004056,1752,110
E01004057,1253,71
E01004058,1570,29
E01004059,1403,39
E01004060,1434,115
E01004061,1428,86
E01004062,1454,120
E01004063,1570,101
E01004064,1436,157
E01004065,1198,62
E01004066,1616,150
E01004067,1641,203
E01004068,1452,174
E01004069,989,19
E01004070,1438,59
E01004071,1198,77
E01004072,1030,37
E01004073,1384,45
E01004074,1291,28
