LSOA Code,2011_summary,2021_summary,Population_2021,Population_2011,crime_2011,crime_2021
E01001350,98,50,1457,1487,0.06590450571620712,0.03431708991077557
E01001351,494,350,1993,1993,0.24786753637732062,0.17561465127947817
E01001352,139,174,1572,1516,0.09168865435356201,0.11068702290076336
E01001353,108,101,1417,1673,0.06455469216975493,0.07127734650670431
E01001354,196,249,2023,1840,0.10652173913043478,0.12308452792881859
E01001355,180,178,1939,1673,0.10759115361625822,0.09179989685404848
E01001356,111,123,1469,1961,0.05660377358490566,0.08373042886317222
E01001357,58,136,2728,1147,0.05056669572798605,0.04985337243401759
E01001358,130,111,1959,1610,0.08074534161490683,0.05666156202143951
E01001359,223,225,2471,2208,0.10099637681159421,0.09105625252934035
E01001360,192,95,2255,1933,0.09932747025349198,0.04212860310421286
E01001361,966,833,2271,1817,0.5316455696202531,0.3667987670629679
E01001362,198,227,2636,1952,0.1014344262295082,0.08611532625189681
E01001363,112,92,2029,1687,0.06639004149377593,0.045342533267619514
E01001364,118,141,1863,1683,0.07011289364230541,0.07568438003220612
E01001365,134,131,2588,2226,0.06019766397124888,0.05061823802163833
E01001366,88,121,2036,1938,0.04540763673890609,0.059430255402750494
E01001367,421,241,2700,1774,0.23731679819616686,0.08925925925925926
E01001368,75,119,1794,1729,0.04337767495662233,0.06633221850613155
E01001369,174,116,2030,1855,0.09380053908355795,0.05714285714285714
E01001370,162,107,2161,1988,0.08148893360160966,0.04951411383618695
E01001371,183,179,2336,2090,0.08755980861244018,0.07662671232876712
E01001372,121,134,2560,1786,0.0677491601343785,0.05234375
E01001373,116,127,2048,1508,0.07692307692307693,0.06201171875
E01001374,82,65,1942,1799,0.045580878265703166,0.03347064881565397
E01001375,94,70,1712,1662,0.056558363417569195,0.04088785046728972
E01001376,74,108,1695,1588,0.04659949622166247,0.06371681415929203
E01001377,102,62,1626,1769,0.05765969474279254,0.038130381303813035
E01001379,61,56,1732,1678,0.03635280095351609,0.03233256351039261
E01001380,66,79,2298,1762,0.03745743473325766,0.034377719756309835
E01001381,276,291,1875,1662,0.16606498194945848,0.1552
E01001382,53,50,1466,1570,0.03375796178343949,0.034106412005457026
E01001383,57,44,1779,1792,0.03180803571428571,0.02473299606520517
E01001384,100,97,1715,1651,0.06056935190793458,0.0565597667638484
E01001385,80,65,1662,1688,0.04739336492890995,0.03910950661853189
E01001386,131,97,1768,1789,0.07322526551145891,0.05486425339366516
E01001387,214,170,1516,1554,0.1377091377091377,0.11213720316622691
E01001388,275,176,1417,1644,0.16727493917274938,0.12420606916019761
E01001389,300,333,1805,1676,0.17899761336515513,0.18448753462603878
E01001390,97,68,1800,1996,0.048597194388777555,0.03777777777777778
E01001391,93,101,1753,1587,0.05860113421550094,0.057615516257843696
E01001392,94,73,1847,1838,0.051142546245919476,0.03952355170546833
E01001393,103,111,1963,2146,0.04799627213420317,0.056546102903718795
E01001394,128,151,2025,1663,0.07696933253156946,0.0745679012345679
E01001395,87,101,1634,1597,0.054477144646211645,0.06181150550795594
E01001396,99,89,1477,1426,0.0694249649368864,0.06025727826675694
E01001397,101,156,2140,1949,0.051821446895844024,0.07289719626168224
E01001398,47,118,1344,1390,0.03381294964028777,0.08779761904761904
E01001399,75,76,1485,1442,0.052011095700416086,0.05117845117845118
E01001400,84,104,1558,1540,0.05454545454545454,0.06675224646983312
E01001401,37,48,1410,1327,0.027882441597588545,0.03404255319148936
E01001402,131,100,1868,1839,0.07123436650353453,0.05353319057815846
E01001403,70,98,1707,1606,0.043586550435865505,0.05741066198008202
E01001404,82,64,1497,1478,0.05548037889039242,0.04275217100868404
E01001405,69,98,1813,1692,0.040780141843971635,0.05405405405405406
E01001406,146,159,1672,1633,0.08940600122473974,0.0950956937799043
E01001407,104,144,1582,1636,0.06356968215158924,0.09102402022756005
E01001408,47,122,1670,1658,0.028347406513872134,0.07305389221556886
E01001409,91,142,2050,1903,0.047819232790331054,0.06926829268292684
E01001410,99,155,2185,1728,0.057291666666666664,0.07093821510297482
E01001411,86,161,1881,1856,0.04633620689655173,0.08559276980329612
E01001412,216,230,1781,1830,0.1180327868852459,0.1291409320606401
E01001413,39,71,1636,1631,0.023911710606989576,0.04339853300733496
E01001414,52,120,1687,1562,0.03329065300896287,0.07113218731475993
E01001415,163,282,2052,1543,0.10563836681788723,0.13742690058479531
E01001416,45,58,1739,1731,0.025996533795493933,0.03335250143760782
E01001417,125,105,1892,1977,0.06322711178553364,0.0554968287526427
E01001418,110,123,1710,1653,0.06654567453115548,0.07192982456140351
E01001419,140,136,1977,1960,0.07142857142857142,0.0687910976226606
E01001420,60,81,1826,1577,0.03804692454026633,0.0443592552026287
E01001421,46,51,1683,1716,0.026806526806526808,0.030303030303030304
E01001422,59,53,1701,1656,0.035628019323671496,0.03115814226925338
E01001423,118,148,1721,1808,0.06526548672566372,0.08599651365485184
E01001424,51,86,1217,1223,0.041700735895339326,0.07066557107641742
E01001425,248,291,2007,1892,0.13107822410147993,0.14499252615844543
E01001426,160,164,1798,1843,0.08681497558328811,0.09121245828698554
E01001427,250,326,1730,1859,0.13448090371167296,0.1884393063583815
E01001428,118,152,1723,1685,0.07002967359050445,0.08821822402785838
E01001429,547,815,2294,2425,0.22556701030927834,0.35527462946817784
E01001430,146,148,1985,1904,0.07668067226890757,0.07455919395465994
E01001431,121,131,1768,1560,0.07756410256410257,0.07409502262443439
E01001432,203,237,1879,1929,0.10523587350959046,0.12613092070250134
E01001433,156,151,1806,1839,0.08482871125611746,0.08361018826135105
E01001434,64,131,1591,1577,0.040583386176284084,0.08233815210559396
E01001435,49,79,1538,1488,0.03293010752688172,0.05136540962288687
E01001436,88,121,1971,1894,0.046462513199577615,0.061390157280568236
E01001437,251,318,2324,2401,0.10453977509371096,0.1368330464716007
E01001438,102,148,1669,1666,0.061224489795918366,0.08867585380467345
E01001439,297,309,2110,2096,0.14169847328244276,0.14644549763033177
E01001440,129,153,1676,1647,0.07832422586520947,0.09128878281622911
E01001441,159,161,1644,1520,0.10460526315789474,0.09793187347931874
E01001442,154,183,1696,1695,0.09085545722713864,0.10790094339622641
E01001444,66,151,1912,1683,0.0392156862745098,0.07897489539748954
E01001445,219,272,2797,2319,0.0944372574385511,0.0972470504111548
E01001446,79,89,1852,1822,0.0433589462129528,0.048056155507559394
E01001447,157,191,1978,1941,0.08088614116434828,0.09656218402426693
E01001448,97,152,1999,1845,0.05257452574525745,0.07603801900950476
E01001449,79,109,1615,1640,0.048170731707317074,0.06749226006191951
E01001450,370,574,2365,1898,0.19494204425711276,0.2427061310782241
E01001451,131,145,1640,1637,0.08002443494196701,0.08841463414634146
E01001452,73,43,1358,1354,0.05391432791728213,0.03166421207658321
E01001453,46,53,1688,1677,0.027429934406678593,0.03139810426540284
E01001454,53,61,1726,1632,0.032475490196078434,0.03534183082271147
E01001455,73,78,1466,1494,0.048862115127175365,0.05320600272851296
E01001456,40,63,1437,1405,0.028469750889679714,0.04384133611691023
E01001457,81,79,1825,1632,0.04963235294117647,0.04328767123287671
E01001458,164,204,1830,1760,0.09318181818181819,0.11147540983606558
E01001459,59,138,1730,1680,0.03511904761904762,0.07976878612716763
E01001460,139,177,2110,1724,0.08062645011600927,0.08388625592417062
E01001461,152,137,1593,1726,0.0880648899188876,0.08600125549278091
E01001462,87,111,1447,1350,0.06444444444444444,0.07671043538355218
E01001463,46,75,1562,1578,0.029150823827629912,0.04801536491677337
E01001464,80,77,1301,1336,0.059880239520958084,0.05918524212144504
E01001465,152,175,1591,1511,0.10059563203176704,0.10999371464487744
E01001466,107,124,1985,1806,0.0592469545957918,0.062468513853904284
E01001467,78,92,1989,1882,0.04144527098831031,0.04625439919557567
E01001468,120,334,1387,1338,0.08968609865470852,0.24080749819754865
E01001469,33,69,1751,1647,0.020036429872495445,0.03940605368360937
E01001470,77,74,1655,1595,0.04827586206896552,0.04471299093655589
E01001471,61,94,1929,1746,0.03493699885452463,0.04872991187143598
E01001472,71,89,1675,1684,0.042161520190023755,0.05313432835820896
E01001473,55,66,1626,1533,0.03587736464448793,0.04059040590405904
E01001474,69,71,1885,1770,0.03898305084745763,0.0376657824933687
E01001475,41,51,1800,1703,0.024075161479741633,0.028333333333333332
E01001476,112,129,1753,1668,0.0671462829736211,0.07358813462635481
E01001477,120,142,2006,1856,0.06465517241379311,0.0707876370887338
E01001478,73,121,1671,1540,0.047402597402597405,0.07241172950329144
E01001479,152,161,1789,1738,0.08745684695051784,0.08999441028507546
E01001480,99,104,1576,1553,0.06374758531873792,0.06598984771573604
E01001481,88,90,1793,1648,0.05339805825242718,0.0501952035694367
E01001482,81,115,1954,1874,0.0432230522945571,0.05885363357215967
E01001483,91,161,1185,1162,0.0783132530120482,0.1358649789029536
E01001484,54,135,1440,1375,0.03927272727272727,0.09375
E01001485,164,148,1891,1822,0.09001097694840834,0.07826546800634585
E01001486,151,205,2133,2129,0.07092531705025834,0.09610876699484294
E01001487,102,153,1949,1965,0.051908396946564885,0.07850179579271421
E01001488,89,124,1961,1898,0.04689146469968388,0.06323304436511984
E01001489,129,199,1928,1808,0.0713495575221239,0.10321576763485477
E01001491,167,202,1957,1987,0.0840463009562154,0.1032192130812468
E01001492,104,120,2034,1944,0.053497942386831275,0.058997050147492625
E01001493,90,75,1899,1770,0.05084745762711865,0.03949447077409163
E01001494,70,92,1491,1525,0.04590163934426229,0.06170355466130114
E01001495,96,122,1830,1738,0.05523590333716916,0.06666666666666667
E01001496,67,90,1905,1706,0.03927315357561548,0.047244094488188976
E01001497,89,95,1478,1479,0.06017579445571332,0.06427604871447902
E01001498,293,403,1845,1968,0.14888211382113822,0.21842818428184282
E01001499,91,112,1556,1652,0.05508474576271186,0.07197943444730077
E01001500,76,121,1598,1533,0.04957599478147423,0.07571964956195244
E01001501,246,233,2195,1871,0.13148049171566006,0.1061503416856492
E01001502,121,231,1938,1878,0.06443024494142705,0.11919504643962849
E01001503,111,185,1923,1852,0.05993520518358531,0.09620384815392616
E01001504,90,106,2132,1551,0.058027079303675046,0.04971857410881801
E01001505,104,138,1951,1735,0.05994236311239193,0.07073295745771399
E01001507,358,400,2585,1891,0.18931782125859334,0.15473887814313347
E01001508,129,230,2459,1957,0.06591722023505366,0.09353395689304596
E01001509,109,171,1755,1752,0.062214611872146115,0.09743589743589744
E01001511,212,233,1889,1753,0.12093553907586994,0.12334568554790895
E01001512,133,211,2289,1798,0.07397107897664071,0.09217999126256007
E01001513,423,486,1980,1771,0.2388481084133258,0.24545454545454545
E01001514,103,119,1745,1775,0.05802816901408451,0.06819484240687679
E01001515,120,178,2015,1967,0.061006609049313675,0.08833746898263027
E01001516,111,182,2103,1843,0.060227889310906134,0.0865430337612934
E01001517,169,151,2028,1898,0.08904109589041095,0.07445759368836292
E01001518,165,162,1690,1779,0.09274873524451939,0.09585798816568047
E01001520,64,97,1891,1680,0.0380952380952381,0.05129561078794289
E01001521,68,57,1868,1782,0.038159371492704826,0.030513918629550323
E01001522,64,93,1794,1815,0.03526170798898071,0.051839464882943144
E01001523,56,80,1875,1735,0.03227665706051873,0.042666666666666665
E01001524,39,80,1514,1537,0.025374105400130124,0.052840158520475564
E01001525,56,89,1963,1813,0.03088803088803089,0.04533876719307183
E01001526,42,43,1582,1615,0.026006191950464396,0.02718078381795196
E01001527,86,117,2048,1567,0.05488194001276324,0.05712890625
E01001528,129,153,1676,1455,0.088659793814433,0.09128878281622911
E01001529,119,130,1775,1555,0.07652733118971061,0.07323943661971831
E01001530,90,92,1759,1296,0.06944444444444445,0.05230244457077885
E01001531,50,44,1416,1500,0.03333333333333333,0.031073446327683617
E01001532,90,85,1638,1763,0.05104934770277935,0.051892551892551896
E01001533,63,71,1643,1561,0.04035874439461883,0.04321363359707851
E01001534,159,174,1696,1632,0.0974264705882353,0.10259433962264151
E01001535,69,94,1447,1482,0.0465587044534413,0.06496199032480995
E01001536,256,368,1967,1717,0.14909726266744322,0.18708693441789528
E01001537,59,91,1710,1754,0.033637400228050174,0.05321637426900585
E01001538,50,46,1694,1656,0.030193236714975844,0.02715466351829988
E01001539,60,76,1646,1670,0.03592814371257485,0.046172539489671933
E01001540,91,163,1885,1765,0.05155807365439093,0.08647214854111406
E01001541,50,50,1536,1508,0.033156498673740056,0.032552083333333336
E01001542,96,87,1532,1571,0.061107574793125397,0.05678851174934726
E01001543,34,63,1626,1673,0.020322773460848775,0.03874538745387454
E01001544,84,134,1743,1596,0.05263157894736842,0.07687894434882386
E01001545,103,133,1891,1855,0.055525606469002696,0.07033315705975675
E01001546,103,109,1820,1797,0.057317751808569836,0.05989010989010989
E01001547,138,182,2105,1764,0.0782312925170068,0.08646080760095012
E01001548,143,153,1942,1826,0.0783132530120482,0.07878475798146241
E01001549,162,199,2385,1995,0.081203007518797,0.08343815513626834
E01001550,78,99,1759,1664,0.046875,0.056281978396816375
E01001551,159,214,1761,1738,0.09148446490218642,0.12152186257808063
E01001552,158,196,1976,1805,0.08753462603878116,0.09919028340080972
E01001553,91,132,1727,1604,0.05673316708229426,0.07643312101910828
E01001554,198,281,1778,1812,0.10927152317880795,0.1580427446569179
E01001555,237,221,2229,1795,0.132033426183844,0.09914759982054733
E01001556,90,101,1611,1584,0.056818181818181816,0.06269397889509622
E01001557,70,131,1707,1592,0.04396984924623116,0.07674282366725249
E01001558,344,418,2006,1629,0.21117249846531613,0.20837487537387836
E01001559,455,751,2127,2057,0.22119591638308217,0.3530794546309356
E01001560,105,121,1545,1604,0.06546134663341646,0.07831715210355987
E01001562,128,162,2242,1721,0.07437536316095293,0.07225691347011597
E01001563,90,81,1729,1622,0.055487053020961775,0.04684788895315211
E01001564,77,89,1666,1664,0.046274038461538464,0.05342136854741897
E01001565,57,60,1645,1641,0.03473491773308958,0.0364741641337386
E01001566,56,88,1770,1722,0.032520325203252036,0.04971751412429379
E01001567,60,55,1546,1582,0.03792667509481669,0.03557567917205692
E01001568,71,92,1864,1578,0.044993662864385296,0.04935622317596566
E01001569,120,119,1756,1760,0.06818181818181818,0.06776765375854214
E01001570,183,262,1886,1858,0.0984930032292788,0.13891834570519618
E01001571,117,100,1807,1644,0.07116788321167883,0.05534034311012728
E01001572,82,84,1665,1726,0.047508690614136734,0.05045045045045045
E01001573,110,109,1578,1514,0.0726552179656539,0.06907477820025348
E01001574,105,165,1921,1774,0.05918827508455468,0.08589276418532014
E01001575,153,212,1803,1708,0.0895784543325527,0.11758180809761509
E01001576,143,201,2001,1742,0.08208955223880597,0.10044977511244378
E01001577,144,166,2002,1858,0.077502691065662,0.08291708291708291
E01001578,179,255,2332,2141,0.08360579168612797,0.10934819897084049
E01001579,133,128,1753,1650,0.08060606060606061,0.07301768397033656
E01001580,222,183,1654,1652,0.1343825665859564,0.11064087061668681
E01001581,120,141,1557,1699,0.07062978222483814,0.0905587668593449
E01001582,112,129,1560,1477,0.07582938388625593,0.08269230769230769
E01001583,116,79,1572,1612,0.07196029776674938,0.05025445292620865
E01001584,103,89,1523,1550,0.0664516129032258,0.058437294812869335
E01001585,99,69,1516,1538,0.06436931079323797,0.04551451187335093
E01001586,82,69,1456,1485,0.055218855218855216,0.04739010989010989
E01001587,151,101,2013,1901,0.07943187795896896,0.050173869846000994
E01001588,104,112,1703,1687,0.06164789567279194,0.06576629477392835
E01001589,135,187,1840,1614,0.08364312267657993,0.10163043478260869
E01001590,94,117,1725,1787,0.05260212646894236,0.06782608695652174
E01001591,142,193,2096,2043,0.06950562897699461,0.09208015267175572
E01001592,98,104,1924,1726,0.056778679026651215,0.05405405405405406
E01001593,83,85,1780,1639,0.05064063453325198,0.047752808988764044
E01001594,105,140,2367,1944,0.05401234567901234,0.059146599070553446
E01001595,96,134,2231,1975,0.04860759493670886,0.0600627521290901
E01001596,41,58,1734,1564,0.026214833759590793,0.03344867358708189
E01001597,104,91,1589,1565,0.06645367412140575,0.05726872246696035
E01001598,98,63,1670,1588,0.061712846347607056,0.03772455089820359
E01001599,135,156,1671,1701,0.07936507936507936,0.0933572710951526
E01001600,79,102,1526,1571,0.05028644175684278,0.06684141546526867
E01001601,33,48,1532,1553,0.021249195106245976,0.031331592689295036
E01001602,110,179,2134,1875,0.058666666666666666,0.08388003748828492
E01001603,78,101,1720,1653,0.047186932849364795,0.05872093023255814
E01001604,62,97,1583,1440,0.043055555555555555,0.06127605811749842
E01001605,52,47,1525,1585,0.032807570977917984,0.03081967213114754
E01001606,31,37,1644,1644,0.018856447688564478,0.022506082725060828
E01001607,81,93,1636,1470,0.05510204081632653,0.05684596577017115
E01001608,91,83,1487,1450,0.06275862068965517,0.05581708137188971
E01001609,273,336,1719,1596,0.17105263157894737,0.19546247818499127
E01001610,51,64,1778,1672,0.030502392344497607,0.0359955005624297
E01001611,57,92,1799,1658,0.03437876960193004,0.05113952195664258
E01001613,105,102,1800,1589,0.06607929515418502,0.056666666666666664
E01001614,173,121,1520,1407,0.12295664534470505,0.07960526315789473
E01001615,407,374,2049,1525,0.26688524590163937,0.18252806246949732
E01001617,139,159,1687,1567,0.08870453095086152,0.0942501481920569
E01001618,82,127,1894,1605,0.05109034267912772,0.06705385427666315
E01001619,76,87,1972,1889,0.04023292747485442,0.04411764705882353
E01001620,125,121,1611,1586,0.07881462799495587,0.07510862818125388
E01001621,109,114,1682,1495,0.07290969899665552,0.06777645659928656
E01001623,91,105,1823,1704,0.0534037558685446,0.0575973669775096
E01001624,48,111,1604,1552,0.030927835051546393,0.06920199501246883
E01001625,134,132,1776,1581,0.08475648323845668,0.07432432432432433
E01001629,193,175,2134,2185,0.08832951945080092,0.08200562324273665
E01001631,195,225,2078,2071,0.09415741187831965,0.1082771896053898
E01001632,97,132,2062,2333,0.041577368195456495,0.06401551891367604
E01001633,123,123,2026,1619,0.0759728227300803,0.06071076011846002
E01001634,79,135,1763,1716,0.04603729603729604,0.07657402155416904
E01001635,65,82,1634,1669,0.03894547633313361,0.05018359853121175
E01001636,91,165,1694,1727,0.052692530399536766,0.09740259740259741
E01001637,103,177,1801,1708,0.06030444964871194,0.0982787340366463
E01001638,133,123,1774,1985,0.06700251889168765,0.0693348365276212
E01001641,509,373,1856,1769,0.28773318258903335,0.2009698275862069
E01001642,248,170,1764,1792,0.13839285714285715,0.0963718820861678
E01001644,202,214,2655,2243,0.09005795809184128,0.08060263653483993
E01001645,70,101,1840,1698,0.04122497055359246,0.05489130434782609
E01001646,161,278,2867,2832,0.0568502824858757,0.09696546913149634
E01001647,82,95,1488,1489,0.055070517125587644,0.06384408602150538
E01001648,97,101,1723,1758,0.055176336746302616,0.05861868833430064
E01001649,76,116,1573,1537,0.0494469746258946,0.07374443738080101
E01001650,132,118,1827,1726,0.07647740440324449,0.06458675424192666
E01001651,132,210,1888,1713,0.07705779334500876,0.11122881355932203
E01001652,183,175,1719,1560,0.11730769230769231,0.10180337405468295
E01001653,75,118,1562,1545,0.04854368932038835,0.07554417413572344
E01001654,87,135,1633,1547,0.05623787976729153,0.08266993263931414
E01001655,98,151,1563,1477,0.06635071090047394,0.09660908509277032
E01001656,65,68,1349,1274,0.05102040816326531,0.050407709414381024
E01001657,85,84,1586,1547,0.054945054945054944,0.05296343001261034
E01001658,97,82,1683,1553,0.062459755312298776,0.0487225193107546
E01001659,115,118,1657,1448,0.07941988950276244,0.0712130356065178
E01001660,139,114,1589,1600,0.086875,0.07174323473882946
E01001661,134,183,1633,1524,0.08792650918635171,0.11206368646662584
E01001664,284,174,2059,1880,0.15106382978723404,0.08450704225352113
E01001665,128,161,1896,1882,0.06801275239107332,0.084915611814346
E01001666,221,406,2011,1475,0.14983050847457627,0.2018896071606166
E01001669,145,202,2518,1880,0.07712765957446809,0.08022239872915012
E01001671,76,114,1673,1586,0.04791929382093316,0.06814106395696354
E01001672,123,140,1965,2065,0.059564164648910414,0.07124681933842239
E01001673,237,273,2438,1906,0.12434417628541448,0.11197703035274816
E01001674,167,139,2242,1974,0.0845997973657548,0.06199821587867975
E01001675,174,259,2391,1992,0.08734939759036145,0.10832287745713091
E01001676,132,214,1784,1803,0.07321131447587355,0.11995515695067265
E01001677,228,198,2176,1960,0.11632653061224489,0.09099264705882353
E01001678,45,80,1789,1668,0.02697841726618705,0.044717719396310786
E01001679,75,86,1337,1350,0.05555555555555555,0.0643231114435303
E01001680,48,58,1532,1573,0.030514939605848695,0.037859007832898174
E01001681,61,57,1381,1227,0.04971475142624287,0.041274438812454746
E01001682,107,107,1359,1334,0.08020989505247376,0.07873436350257543
E01001683,96,177,1563,1523,0.06303348653972422,0.11324376199616124
E01001684,66,66,1430,1472,0.04483695652173913,0.046153846153846156
E01001685,63,72,1549,1527,0.0412573673870334,0.046481601032924466
E01001686,75,111,1806,1781,0.04211117349803481,0.061461794019933555
E01001687,159,228,1639,1209,0.1315136476426799,0.1391092129347163
E01001688,242,238,2695,2624,0.09222560975609756,0.08831168831168831
E01001690,106,113,1728,1939,0.05466735430634347,0.06539351851851852
E01001692,111,95,1416,1402,0.07917261055634807,0.067090395480226
E01001693,144,124,1551,1563,0.09213051823416507,0.07994842037395229
E01001694,92,123,1741,1697,0.054213317619328225,0.07064905226881103
E01001695,143,125,1534,1639,0.087248322147651,0.08148631029986962
E01001696,273,312,2569,1358,0.20103092783505155,0.12144803425457376
E01001697,184,197,2644,2105,0.08741092636579573,0.07450832072617247
E01001698,135,162,1922,1782,0.07575757575757576,0.08428720083246619
E01001699,124,126,1555,1981,0.06259464916708733,0.08102893890675242
E01001700,193,236,2367,2028,0.09516765285996055,0.09970426700464723
E01001701,262,432,1754,1528,0.17146596858638743,0.24629418472063855
E01001702,70,89,1472,1673,0.04184100418410042,0.06046195652173913
E01001703,113,188,2068,1937,0.05833763551884357,0.09090909090909091
E01001704,140,128,1643,1653,0.08469449485783424,0.07790626902008521
E01001705,164,227,2250,2004,0.08183632734530938,0.10088888888888889
E01001708,67,103,1743,1600,0.041875,0.05909351692484223
E01001710,119,95,1808,1698,0.07008244994110718,0.05254424778761062
E01001712,143,204,2047,2137,0.0669162377164249,0.09965803615046409
E01001714,96,212,2037,1496,0.06417112299465241,0.10407461953853707
E01001715,89,69,1256,1339,0.06646751306945482,0.05493630573248408
E01001716,144,178,1807,1329,0.10835214446952596,0.09850581073602656
E01001717,54,76,1104,1227,0.044009779951100246,0.06884057971014493
E01001718,225,335,1740,1806,0.12458471760797342,0.1925287356321839
E01001719,68,152,1631,1145,0.059388646288209605,0.0931943592887799
E01001720,149,142,1705,1757,0.08480364257256688,0.08328445747800586
E01001722,141,199,2318,2029,0.06949236076885165,0.08584987057808456
E01001723,92,128,1986,1967,0.04677173360447382,0.06445115810674723
E01001724,177,169,2856,2238,0.07908847184986595,0.05917366946778711
E01001725,55,68,1804,1914,0.028735632183908046,0.037694013303769404
E01001726,54,78,1295,1365,0.03956043956043956,0.06023166023166023
E01001727,62,78,1986,1920,0.03229166666666667,0.03927492447129909
E01001728,79,106,2010,2039,0.03874448258950466,0.0527363184079602
E01001729,350,546,2000,2031,0.17232890201870998,0.273
E01001730,176,232,2788,1923,0.09152366094643785,0.08321377331420372
E01001731,356,376,2665,2314,0.15384615384615385,0.14108818011257035
E01001732,127,208,1891,1719,0.07388016288539849,0.10999471179270227
E01001733,141,237,1890,1830,0.07704918032786885,0.1253968253968254
E01001734,331,288,1855,1838,0.18008705114254625,0.15525606469002695
E01001735,130,189,1595,1623,0.08009858287122612,0.11849529780564264
E01001736,119,116,1556,1668,0.07134292565947242,0.07455012853470437
E01001737,109,110,1741,1851,0.05888708806050783,0.06318207926479034
E01001738,135,142,1768,1767,0.07640067911714771,0.08031674208144797
E01001739,160,150,1971,2090,0.07655502392344497,0.076103500761035
E01001740,112,113,1531,1565,0.07156549520766774,0.07380796864794252
E01001741,124,132,1454,1497,0.08283233132932531,0.0907840440165062
E01001742,171,163,1768,1817,0.09411117226197029,0.09219457013574661
E01001744,142,177,2001,1887,0.07525172231054585,0.08845577211394302
E01001745,161,210,2131,2259,0.07127047366091191,0.0985452839042703
E01001746,70,92,1693,1653,0.04234724742891712,0.054341405788541054
E01001747,300,269,2328,2143,0.1399906672888474,0.11554982817869416
E01001749,108,125,1505,1730,0.06242774566473988,0.08305647840531562
E01001750,170,230,2190,1846,0.09209100758396534,0.1050228310502283
E01001751,143,117,1511,1558,0.09178433889602054,0.07743216412971542
E01001753,87,144,1523,1635,0.05321100917431193,0.09455022980958634
E01001755,192,226,1650,1800,0.10666666666666667,0.13696969696969696
E01001756,256,258,2044,2170,0.11797235023041475,0.12622309197651663
E01001757,81,83,1570,1723,0.047011027278003485,0.05286624203821656
E01001758,200,218,2619,2094,0.09551098376313276,0.08323787705231005
E01001759,97,109,1672,1819,0.05332600329851567,0.0651913875598086
E01001760,488,567,1925,1769,0.27586206896551724,0.29454545454545455
E01001761,146,249,1821,1785,0.08179271708683473,0.13673805601317957
E01001762,247,302,1692,1781,0.1386861313868613,0.17848699763593381
E01001763,161,191,1780,1647,0.09775349119611415,0.10730337078651686
E01001764,135,108,1758,1696,0.07959905660377359,0.06143344709897611
E01001765,108,145,1861,1726,0.06257242178447277,0.07791509940891994
E01001767,114,151,1585,1611,0.07076350093109869,0.09526813880126182
E01001768,107,153,1813,1840,0.058152173913043476,0.08439051296194153
E01001769,124,105,1501,1612,0.07692307692307693,0.06995336442371752
E01001770,183,146,1715,1744,0.10493119266055045,0.08513119533527697
E01001772,65,171,1818,1051,0.06184586108468126,0.09405940594059406
E01001773,177,331,2500,2063,0.08579738245273873,0.1324
E01001774,258,320,1978,2117,0.1218705715635333,0.16177957532861476
E01001775,99,172,1665,1778,0.05568053993250844,0.1033033033033033
E01001776,102,216,1740,1441,0.07078417765440666,0.12413793103448276
E01001777,461,381,2657,2368,0.19467905405405406,0.14339480617237485
E01001780,316,364,1816,1832,0.17248908296943233,0.20044052863436124
E01001781,123,211,1592,1682,0.07312722948870393,0.13253768844221106
E01001783,97,126,1618,1911,0.05075876504447933,0.07787391841779975
E01001784,142,152,1770,2291,0.06198166739415103,0.08587570621468926
E01001785,82,89,1590,1491,0.05499664654594232,0.0559748427672956
E01001786,134,195,2213,1817,0.07374793615850303,0.08811568007230004
E01001787,94,194,1664,1585,0.05930599369085174,0.11658653846153846
E01001788,122,150,1541,1583,0.07706885660138976,0.0973393900064893
E01001789,91,109,1776,1747,0.052089295935890095,0.06137387387387387
E01001790,50,93,1515,1345,0.03717472118959108,0.061386138613861385
E01001791,100,108,1461,1540,0.06493506493506493,0.07392197125256673
E01001792,137,170,2004,1779,0.07700955593029792,0.08483033932135728
E01001793,111,96,1555,1698,0.06537102473498234,0.06173633440514469
E01001794,160,209,1947,1908,0.08385744234800839,0.10734463276836158
E01001795,146,152,1341,1473,0.09911744738628649,0.1133482475764355
E01001796,156,192,1463,1653,0.09437386569872959,0.13123718386876282
E01001798,187,210,2363,1792,0.10435267857142858,0.08887008040626322
E01001799,58,69,1510,1585,0.03659305993690852,0.0456953642384106
E01001800,175,192,1738,1602,0.10923845193508115,0.11047180667433831
E01001801,61,78,1756,1665,0.03663663663663664,0.04441913439635535
E01001802,58,69,1329,1296,0.044753086419753084,0.05191873589164785
E01001803,127,112,1797,1857,0.0683898761443188,0.06232609905397885
E01001804,41,66,1664,1530,0.02679738562091503,0.039663461538461536
E01001805,97,106,1221,1219,0.07957342083675144,0.08681408681408681
E01001806,153,248,1481,1549,0.0987734021949645,0.1674544226873734
E01001807,109,131,1810,1819,0.059923034634414514,0.07237569060773481
E01001808,167,252,1631,1847,0.09041689225771521,0.15450643776824036
E01001809,84,117,1927,1971,0.0426179604261796,0.06071613907628438
E01001811,88,127,1755,1499,0.05870580386924616,0.07236467236467237
E01001812,94,149,1805,1752,0.05365296803652968,0.08254847645429363
E01001813,152,220,1939,1259,0.12073073868149325,0.11346054667354306
E01001814,134,212,1704,1663,0.08057726999398677,0.12441314553990611
