Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021
E01004725,0.56,0.596,0.601,0.387,0.189,0.111,0.1487179487179487,0.1481149012567325,435000.0,778750.0
E01004726,0.425,0.424,0.416,0.3279999999999999,0.142,0.146,0.0897810218978102,0.0964607911172796,625000.0,900000.0
E01004728,0.402,0.442,0.507,0.3939999999999999,0.193,0.189,0.0988274706867671,0.1053036126056879,482500.0,737500.0
E01004729,0.4429999999999999,0.487,0.564,0.505,0.204,0.213,0.1085141903171953,0.1925133689839572,381500.0,622500.0
E01004718,0.523,0.612,0.657,0.575,0.0979999999999999,0.111,0.135548172757475,0.1568381430363864,429250.0,580000.0
E01004719,0.402,0.46,0.674,0.564,0.09,0.123,0.1272465851905104,0.1616688396349413,470000.0,760000.0
E01004720,0.435,0.502,0.705,0.586,0.132,0.1089999999999999,0.1478626489138051,0.1474878444084278,498500.0,860500.0
E01004721,0.517,0.596,0.758,0.639,0.132,0.146,0.1803607214428857,0.1983967935871743,277500.0,557500.0
E01004722,0.7170000000000001,0.76,0.765,0.645,0.0669999999999999,0.079,0.2210288298473714,0.2186777623670827,352500.0,512500.0
E01004674,0.568,0.605,0.716,0.568,0.127,0.121,0.1876234364713627,0.1701995012468828,320000.0,550000.0
E01004675,0.507,0.556,0.604,0.539,0.1009999999999999,0.112,0.1568181818181818,0.1706089582284851,330000.0,485000.0
E01004677,0.405,0.4639999999999999,0.5589999999999999,0.4539999999999999,0.081,0.093,0.0998677248677248,0.1092896174863388,408750.0,595500.0
E01004678,0.472,0.561,0.578,0.522,0.073,0.094,0.1271076523994811,0.1543985637342908,337500.0,602500.0
E01004679,0.524,0.5670000000000001,0.629,0.53,0.0699999999999999,0.089,0.1420560747663551,0.1635071090047393,307500.0,492500.0
E01004723,0.512,0.556,0.622,0.508,0.065,0.106,0.1354581673306772,0.1325172964342735,305000.0,647500.0
E01004676,0.439,0.445,0.525,0.421,0.0549999999999999,0.078,0.0963676797627872,0.0815217391304347,405000.0,724750.0
E01004706,0.25,0.2729999999999999,0.277,0.219,0.078,0.094,0.0386949924127465,0.0484375,645000.0,850000.0
E01004707,0.2690000000000001,0.292,0.325,0.217,0.075,0.08,0.0604460093896713,0.0307889672867222,707500.0,1070000.0
E01004708,0.354,0.39,0.483,0.35,0.084,0.1039999999999999,0.087248322147651,0.1110283159463487,440000.0,611500.0
E01004756,0.3939999999999999,0.436,0.492,0.39,0.045,0.072,0.1103222282905516,0.1031084154662623,420000.0,583500.0
E01004701,0.319,0.3229999999999999,0.354,0.249,0.114,0.13,0.0640432098765432,0.0918754745634016,595000.0,1075000.0
E01004703,0.309,0.329,0.373,0.342,0.1129999999999999,0.141,0.0771428571428571,0.0735382760699216,797500.0,1237500.0
E01004705,0.24,0.2690000000000001,0.315,0.2409999999999999,0.081,0.133,0.0540772532188841,0.0467557251908396,715000.0,1050000.0
E01004709,0.413,0.469,0.509,0.479,0.093,0.1119999999999999,0.1073298429319371,0.1337979094076655,517500.0,780000.0
E01033600,0.2329999999999999,0.4452195750160979,0.354,0.5376692423266796,0.095,0.1256333977248336,0.08243415054059729,0.10193748581159481,968000.0,900000.0
E01033608,0.242,0.4452195750160979,0.382,0.5376692423266796,0.0559999999999999,0.1256333977248336,0.08243415054059729,0.10193748581159481,517500.0,740000.0
E01004659,0.373,0.405,0.381,0.289,0.101,0.115,0.0506410256410256,0.0596026490066225,531225.0,715000.0
E01004660,0.412,0.415,0.387,0.3009999999999999,0.1229999999999999,0.146,0.0690607734806629,0.0676328502415458,745000.0,1100000.0
E01004712,0.307,0.381,0.407,0.3159999999999999,0.117,0.1369999999999999,0.0415531335149863,0.0851711026615969,813750.0,1622500.0
E01004727,0.467,0.517,0.375,0.315,0.109,0.133,0.0653206650831353,0.0915805022156573,625000.0,1300000.0
E01004670,0.764,0.778,0.815,0.684,0.129,0.151,0.2973580663293985,0.2989644304367402,377500.0,500000.0
E01004702,0.608,0.65,0.7,0.612,0.1089999999999999,0.1239999999999999,0.2083333333333333,0.2301451750640478,295000.0,1168750.0
E01033598,0.629,0.65,0.748,0.67,0.128,0.142,0.2502818489289741,0.2474048442906574,390000.0,860758.0
E01033601,0.586,0.701,0.732,0.675,0.142,0.124,0.1726027397260274,0.1948460087994971,490000.0,500000.0
E01033602,0.588,0.67,0.7859999999999999,0.653,0.099,0.129,0.239247311827957,0.2416598860862489,310000.0,490000.0
E01033603,0.47,0.5,0.584,0.441,0.072,0.084,0.1489169675090252,0.1382405745062836,404250.0,475000.0
E01033604,0.593,0.615,0.696,0.593,0.06,0.09,0.1594059405940594,0.1994163424124513,195000.0,500000.0
E01033605,0.5720000000000001,0.636,0.733,0.619,0.1379999999999999,0.123,0.2148760330578512,0.2417823228634039,295000.0,557500.0
E01004754,0.546,0.5670000000000001,0.764,0.628,0.186,0.1339999999999999,0.1986879100281162,0.22822631913541,340000.0,500000.0
E01004755,0.5760000000000001,0.6459999999999999,0.5920000000000001,0.492,0.054,0.078,0.1824080749819754,0.192326372025255,355000.0,591820.0
E01004757,0.5379999999999999,0.565,0.698,0.581,0.09,0.098,0.2061403508771929,0.1772625280478683,497000.0,600000.0
E01032512,0.626,0.7140000000000001,0.7340000000000001,0.627,0.075,0.073,0.2273768613974799,0.2297008547008547,432500.0,500000.0
E01032513,0.542,0.605,0.705,0.629,0.155,0.125,0.1672060409924487,0.1817269076305221,340000.0,500000.0
E01004713,0.2,0.227,0.3259999999999999,0.25,0.12,0.148,0.0302445302445302,0.0400696864111498,825000.0,2100000.0
E01004714,0.307,0.3559999999999999,0.376,0.3059999999999999,0.091,0.094,0.0504291845493562,0.0854068594485541,815000.0,1350000.0
E01004716,0.2559999999999999,0.302,0.364,0.294,0.163,0.1889999999999999,0.0423925667828106,0.0718171926006528,650000.0,3243707.0
E01004717,0.197,0.295,0.3159999999999999,0.2859999999999999,0.113,0.125,0.0248868778280542,0.0421324161650902,680000.0,1230000.0
E01004762,0.349,0.462,0.502,0.455,0.156,0.182,0.0792365529207634,0.119943222143364,973500.0,4000000.0
E01004657,0.2579999999999999,0.235,0.3879999999999999,0.298,0.1159999999999999,0.135,0.045418326693227,0.0417422867513611,1025000.0,1232500.0
E01004658,0.481,0.474,0.524,0.352,0.074,0.066,0.1144578313253012,0.0910394265232975,525000.0,1050000.0
E01004661,0.434,0.498,0.469,0.347,0.0949999999999999,0.095,0.1021573604060913,0.1022598870056497,799950.0,1050000.0
E01004662,0.3209999999999999,0.3159999999999999,0.366,0.224,0.073,0.115,0.0443768996960486,0.0554177005789909,727500.0,1180000.0
E01004663,0.319,0.375,0.437,0.359,0.162,0.144,0.0817562452687358,0.1270718232044199,785000.0,1310000.0
E01004715,0.384,0.4579999999999999,0.508,0.417,0.1169999999999999,0.129,0.0785498489425981,0.0880195599022004,335000.0,1840500.0
E01004763,0.31,0.374,0.42,0.342,0.048,0.051,0.050914483440435,0.0692389006342494,434000.0,1098000.0
E01004765,0.33,0.347,0.444,0.3829999999999999,0.0939999999999999,0.121,0.0698070374574347,0.0825635103926097,1000000.0,1275000.0
E01033595,0.283,0.4452195750160979,0.441,0.5376692423266796,0.112,0.1256333977248336,0.08243415054059729,0.10193748581159481,760000.0,1945000.0
E01033596,0.3009999999999999,0.4452195750160979,0.514,0.5376692423266796,0.1239999999999999,0.1256333977248336,0.08243415054059729,0.10193748581159481,1135000.0,1212500.0
E01004653,0.2079999999999999,0.295,0.355,0.3559999999999999,0.1159999999999999,0.127,0.0424366872005475,0.0893169877408056,757500.0,1300000.0
E01004654,0.26,0.329,0.332,0.295,0.092,0.094,0.0392156862745098,0.0555298472929199,675000.0,1150000.0
E01004656,0.366,0.412,0.431,0.3379999999999999,0.1079999999999999,0.1079999999999999,0.0767061477721376,0.0969036697247706,620000.0,522500.0
E01004760,0.417,0.546,0.541,0.513,0.098,0.105,0.1165354330708661,0.1069482288828337,532500.0,670000.0
E01033606,0.3309999999999999,0.4452195750160979,0.401,0.5376692423266796,0.064,0.1256333977248336,0.08243415054059729,0.10193748581159481,485000.0,732500.0
E01033607,0.247,0.4452195750160979,0.461,0.5376692423266796,0.113,0.1256333977248336,0.08243415054059729,0.10193748581159481,455000.0,795000.0
E01004680,0.304,0.386,0.3779999999999999,0.348,0.155,0.175,0.0657672849915683,0.0822162645218945,660000.0,1415000.0
E01004683,0.322,0.421,0.4029999999999999,0.37,0.14,0.125,0.0708426547352721,0.0719814241486068,790000.0,1237500.0
E01004684,0.611,0.638,0.632,0.496,0.1089999999999999,0.109,0.1562009419152276,0.1399825021872266,620000.0,850000.0
E01004686,0.612,0.5820000000000001,0.5479999999999999,0.42,0.081,0.13,0.2085691188358933,0.1865079365079365,412500.0,707500.0
E01033593,0.621,0.603,0.54,0.362,0.039,0.029,0.1615384615384615,0.1182795698924731,673000.0,1415356.0
E01033594,0.431,0.5579999999999999,0.5379999999999999,0.405,0.12,0.153,0.1071428571428571,0.0866425992779783,840000.0,940000.0
E01004681,0.373,0.444,0.349,0.332,0.0689999999999999,0.09,0.0660580021482277,0.0823389021479713,625000.0,810000.0
E01004682,0.374,0.3879999999999999,0.329,0.3159999999999999,0.071,0.081,0.0584415584415584,0.0656013456686291,712500.0,710000.0
E01004694,0.3279999999999999,0.332,0.355,0.309,0.063,0.143,0.0466453674121405,0.0779411764705882,890000.0,995000.0
E01004697,0.307,0.366,0.374,0.3259999999999999,0.0949999999999999,0.1089999999999999,0.065625,0.0795644891122278,649975.0,792500.0
E01004700,0.3009999999999999,0.309,0.342,0.2809999999999999,0.065,0.084,0.048354600402955,0.0419790104947526,740000.0,1037500.0
E01004652,0.4429999999999999,0.4629999999999999,0.381,0.308,0.082,0.107,0.0757097791798107,0.0993873383253914,442500.0,590000.0
E01004693,0.2609999999999999,0.295,0.3559999999999999,0.315,0.124,0.1129999999999999,0.0456140350877193,0.0742913000977517,907500.0,1448900.0
E01004695,0.374,0.484,0.385,0.327,0.078,0.1,0.0494699646643109,0.0920920920920921,640000.0,700000.0
E01004696,0.479,0.531,0.609,0.508,0.143,0.148,0.1468830059777967,0.1743341404358353,395000.0,540000.0
E01004698,0.352,0.4029999999999999,0.389,0.3340000000000001,0.059,0.106,0.0440528634361233,0.0977011494252873,492475.0,2616750.0
E01004699,0.3109999999999999,0.3559999999999999,0.362,0.2809999999999999,0.06,0.081,0.0625938908362543,0.0736235595390525,650000.0,1000000.0
E01004734,0.372,0.418,0.532,0.434,0.121,0.14,0.0731988472622478,0.1095118898623279,532500.0,800000.0
E01004735,0.265,0.42,0.534,0.416,0.125,0.102,0.0524390243902439,0.0873626373626373,650000.0,2462500.0
E01004736,0.2359999999999999,0.3259999999999999,0.476,0.415,0.0989999999999999,0.106,0.0295783511642542,0.0554355651547876,728900.0,1475000.0
E01004761,0.3440000000000001,0.41,0.422,0.332,0.131,0.193,0.0566150178784266,0.0984780662488809,1553878.0,1902950.0
E01004687,0.1659999999999999,0.232,0.435,0.3340000000000001,0.152,0.207,0.0585106382978723,0.0610490111779879,1650000.0,3200000.0
E01004688,0.428,0.4452195750160979,0.7090000000000001,0.5376692423266796,0.084,0.1256333977248336,0.08243415054059729,0.10193748581159481,1250000.0,2025000.0
E01004689,0.259,0.4452195750160979,0.497,0.5376692423266796,0.103,0.1256333977248336,0.08243415054059729,0.10193748581159481,2410000.0,4300000.0
E01004690,0.1859999999999999,0.2629999999999999,0.457,0.422,0.131,0.173,0.0651974288337924,0.101639344262295,2090000.0,3157500.0
E01004691,0.308,0.297,0.476,0.395,0.165,0.173,0.0891719745222929,0.0807881773399014,1521100.0,2070000.0
E01004692,0.435,0.4579999999999999,0.478,0.41,0.161,0.173,0.093996840442338,0.1363636363636363,1735500.0,2132500.0
E01004731,0.2529999999999999,0.384,0.38,0.295,0.081,0.0819999999999999,0.0501587301587301,0.0612015721504772,767500.0,1030000.0
E01004732,0.354,0.4529999999999999,0.703,0.619,0.145,0.1589999999999999,0.1500433651344319,0.1994727592267135,425000.0,500000.0
E01004733,0.255,0.367,0.425,0.33,0.095,0.122,0.0570913461538461,0.0546832701678397,715000.0,1000000.0
E01004744,0.2729999999999999,0.396,0.557,0.494,0.1379999999999999,0.153,0.0562440419447092,0.1590909090909091,627500.0,675000.0
E01004748,0.19,0.242,0.348,0.2959999999999999,0.156,0.182,0.0414201183431952,0.0700575815738963,978500.0,1000000.0
E01004740,0.3329999999999999,0.427,0.595,0.53,0.201,0.21,0.1008771929824561,0.1545851528384279,384000.0,650000.0
E01004743,0.441,0.508,0.524,0.449,0.073,0.126,0.0922242314647378,0.1030209140201394,684000.0,535000.0
E01004745,0.24,0.4452195750160979,0.428,0.5376692423266796,0.13,0.1256333977248336,0.08243415054059729,0.10193748581159481,550000.0,715000.0
E01004746,0.363,0.432,0.588,0.506,0.158,0.154,0.095724907063197,0.1377079482439926,305000.0,425000.0
E01004747,0.287,0.436,0.431,0.3829999999999999,0.109,0.14,0.0841121495327102,0.1049949031600407,610000.0,650000.0
E01004742,0.142,0.2740000000000001,0.315,0.264,0.077,0.11,0.0389294403892944,0.0534482758620689,540000.0,706250.0
E01004749,0.2559999999999999,0.35,0.39,0.324,0.078,0.105,0.0523739598629466,0.0721596724667349,680000.0,1178500.0
E01004751,0.1609999999999999,0.2529999999999999,0.3059999999999999,0.365,0.1169999999999999,0.113,0.0427118644067796,0.2152866242038216,957500.0,791000.0
E01004752,0.244,0.3879999999999999,0.474,0.422,0.106,0.127,0.0728715728715728,0.1050488599348534,493125.0,736760.0
E01004753,0.2129999999999999,0.304,0.3929999999999999,0.382,0.099,0.1159999999999999,0.0429906542056074,0.1117974058060531,451250.0,780000.0
E01004666,0.361,0.4452195750160979,0.562,0.5376692423266796,0.178,0.1256333977248336,0.08243415054059729,0.10193748581159481,375000.0,2587500.0
E01004667,0.295,0.4452195750160979,0.565,0.5376692423266796,0.15,0.1256333977248336,0.08243415054059729,0.10193748581159481,435000.0,2750000.0
E01004668,0.304,0.371,0.5429999999999999,0.502,0.149,0.136,0.0830889540566959,0.110738255033557,612000.0,565000.0
E01004750,0.3209999999999999,0.413,0.528,0.478,0.178,0.199,0.071578947368421,0.1416490486257928,592500.0,1050000.0
E01033597,0.342,0.4029999999999999,0.523,0.447,0.0929999999999999,0.13,0.0698835274542429,0.1314285714285714,897500.0,922500.0
E01033599,0.507,0.609,0.667,0.569,0.053,0.068,0.135593220338983,0.1561618062088429,641000.0,500000.0
E01004665,0.485,0.601,0.741,0.647,0.135,0.126,0.1803607214428857,0.2042553191489361,325000.0,465000.0
E01004669,0.419,0.503,0.677,0.5379999999999999,0.146,0.118,0.1182795698924731,0.1667834618079887,320000.0,480000.0
E01004737,0.244,0.391,0.5760000000000001,0.486,0.1969999999999999,0.173,0.0714285714285714,0.1065326633165829,1019975.0,780000.0
E01004738,0.184,0.4452195750160979,0.369,0.5376692423266796,0.1299999999999999,0.1256333977248336,0.08243415054059729,0.10193748581159481,540000.0,1125000.0
E01004739,0.145,0.4452195750160979,0.349,0.5376692423266796,0.1879999999999999,0.1256333977248336,0.08243415054059729,0.10193748581159481,499950.0,500000.0
E01004741,0.2559999999999999,0.3429999999999999,0.509,0.4029999999999999,0.126,0.133,0.0628683693516699,0.1008028545941124,457500.0,520000.0
E01002852,0.585,0.625,0.7,0.54,0.0939999999999999,0.094,0.155625,0.1200850159404888,265000.0,462500.0
E01002853,0.529,0.569,0.757,0.588,0.1249999999999999,0.113,0.1804062126642771,0.1782884310618066,1030000.0,606000.0
E01002854,0.522,0.555,0.7340000000000001,0.599,0.138,0.145,0.1652173913043478,0.1425438596491228,320000.0,500000.0
E01002855,0.557,0.601,0.674,0.601,0.102,0.159,0.1374438021836865,0.1967694566813509,347500.0,600000.0
E01002857,0.594,0.564,0.789,0.65,0.104,0.1119999999999999,0.1722017220172201,0.1596203623813632,166250.0,544000.0
E01002904,0.546,0.589,0.79,0.703,0.093,0.115,0.1808873720136518,0.2117758784425451,268000.0,500000.0
E01002905,0.43,0.425,0.7040000000000001,0.605,0.099,0.1299999999999999,0.1422558922558922,0.1785714285714285,325500.0,735000.0
E01002906,0.36,0.411,0.674,0.599,0.148,0.164,0.1215027977617905,0.1501014198782961,527140.0,707500.0
E01002907,0.479,0.493,0.7909999999999999,0.72,0.115,0.125,0.1876355748373102,0.1993896236012207,268000.0,500000.0
E01002876,0.212,0.377,0.495,0.423,0.144,0.1939999999999999,0.0781609195402298,0.110655737704918,1200000.0,1412500.0
E01002877,0.496,0.604,0.705,0.5760000000000001,0.0969999999999999,0.091,0.1342062193126023,0.1611238532110091,654500.0,500000.0
E01002878,0.325,0.361,0.499,0.43,0.114,0.143,0.0817562452687358,0.1156515034695451,395000.0,697500.0
E01002908,0.2679999999999999,0.332,0.5529999999999999,0.489,0.118,0.149,0.075046904315197,0.1043103448275862,590000.0,1387500.0
E01002909,0.262,0.3309999999999999,0.489,0.461,0.099,0.123,0.0657381615598885,0.0855263157894736,430000.0,826250.0
E01002829,0.35,0.385,0.536,0.488,0.089,0.162,0.0733641771315267,0.1095890410958904,550000.0,1355000.0
E01002830,0.39,0.514,0.564,0.522,0.126,0.161,0.0810249307479224,0.1563731931668856,625000.0,617500.0
E01002831,0.369,0.4539999999999999,0.551,0.507,0.096,0.136,0.0956848030018761,0.1164337990685296,540000.0,935000.0
E01002832,0.376,0.478,0.5429999999999999,0.477,0.094,0.14,0.0844564240790655,0.1108742004264392,837500.0,791500.0
E01002856,0.35,0.445,0.509,0.494,0.071,0.118,0.0884886452623335,0.1318074191002367,420000.0,575000.0
E01002870,0.405,0.517,0.7170000000000001,0.5539999999999999,0.15,0.149,0.1203007518796992,0.1898550724637681,380000.0,500000.0
E01002872,0.324,0.363,0.644,0.519,0.244,0.221,0.1023622047244094,0.1383259911894273,962500.0,500000.0
E01002879,0.529,0.63,0.659,0.657,0.124,0.136,0.1333333333333333,0.2296015180265654,387500.0,540000.0
E01002880,0.621,0.674,0.746,0.69,0.1009999999999999,0.12,0.1523642732049036,0.1490947816826411,190000.0,500000.0
E01002881,0.4,0.507,0.711,0.624,0.1,0.118,0.149181905678537,0.1854185418541854,1080000.0,697500.0
E01002882,0.184,0.2859999999999999,0.413,0.342,0.1379999999999999,0.182,0.059396299902629,0.0730593607305936,900000.0,1350000.0
E01002883,0.212,0.265,0.389,0.277,0.17,0.1639999999999999,0.0566308243727598,0.0582137161084529,740000.0,1075000.0
E01002884,0.2759999999999999,0.352,0.429,0.3929999999999999,0.077,0.143,0.0360951599671862,0.0986582478295185,840000.0,844950.0
E01002885,0.244,0.2679999999999999,0.359,0.2709999999999999,0.071,0.0959999999999999,0.0370644922164566,0.0410041841004184,780000.0,1257500.0
E01002886,0.189,0.2959999999999999,0.376,0.2759999999999999,0.125,0.1639999999999999,0.0252032520325203,0.064343163538874,967500.0,1750000.0
E01002833,0.1909999999999999,0.2729999999999999,0.35,0.2759999999999999,0.079,0.128,0.0439469320066335,0.0462700661000944,693750.0,1025000.0
E01002871,0.1629999999999999,0.219,0.376,0.2809999999999999,0.123,0.14,0.0514592933947772,0.0376740376740376,1750000.0,2435000.0
E01002873,0.2159999999999999,0.3329999999999999,0.426,0.405,0.128,0.158,0.0650717703349282,0.0934656741108354,580000.0,1810000.0
E01002874,0.252,0.2809999999999999,0.407,0.38,0.0799999999999999,0.1119999999999999,0.0590308370044052,0.0964730290456431,460000.0,1106500.0
E01002875,0.194,0.2259999999999999,0.377,0.295,0.1659999999999999,0.176,0.0502325581395348,0.0592105263157894,843449.0,2175000.0
E01002824,0.1979999999999999,0.282,0.371,0.282,0.101,0.166,0.0467055879899916,0.0516917293233082,900000.0,1855000.0
E01002825,0.2790000000000001,0.355,0.433,0.312,0.138,0.146,0.0773889636608344,0.0949057920446615,1100000.0,3350000.0
E01002826,0.214,0.28,0.377,0.2740000000000001,0.1369999999999999,0.1589999999999999,0.0475059382422802,0.0761994355597366,665000.0,1990000.0
E01002827,0.177,0.23,0.3179999999999999,0.2740000000000001,0.106,0.125,0.0314637482900136,0.0428070175438596,1750000.0,2100000.0
E01002828,0.187,0.297,0.3779999999999999,0.2859999999999999,0.147,0.174,0.0385700846660395,0.0687250996015936,1380000.0,2000000.0
E01002864,0.325,0.376,0.415,0.3329999999999999,0.177,0.15,0.092130518234165,0.1096829477292202,2175000.0,2400000.0
E01002866,0.335,0.484,0.445,0.445,0.069,0.0989999999999999,0.0663373323923782,0.1584529008109794,525000.0,607500.0
E01002867,0.431,0.457,0.434,0.358,0.074,0.129,0.0916509730069052,0.1245836109260493,657500.0,829000.0
E01002868,0.2109999999999999,0.31,0.373,0.2579999999999999,0.152,0.1689999999999999,0.0566037735849056,0.0716981132075471,1750000.0,2790000.0
E01002869,0.305,0.417,0.376,0.373,0.102,0.115,0.0755957271980279,0.0978970268310369,462000.0,995000.0
E01002887,0.272,0.35,0.322,0.2779999999999999,0.093,0.107,0.0445544554455445,0.0637837837837837,885000.0,1250000.0
E01002889,0.267,0.2729999999999999,0.4529999999999999,0.402,0.125,0.088,0.0444015444015444,0.1951566951566951,1225000.0,1399998.0
E01002890,0.2079999999999999,0.255,0.384,0.284,0.1379999999999999,0.1829999999999999,0.0509005481597494,0.0688405797101449,2017500.0,3775000.0
E01002891,0.289,0.3379999999999999,0.3989999999999999,0.34,0.0839999999999999,0.131,0.0699658703071672,0.0938697318007662,1127500.0,1375000.0
E01002892,0.319,0.353,0.3989999999999999,0.29,0.057,0.115,0.0332829046898638,0.0684931506849315,999999.0,1250000.0
E01002813,0.207,0.2229999999999999,0.3329999999999999,0.2559999999999999,0.124,0.166,0.0406976744186046,0.0555996822875297,1400000.0,2525000.0
E01002815,0.3559999999999999,0.449,0.421,0.3340000000000001,0.107,0.153,0.068103448275862,0.1215574548907882,615000.0,700000.0
E01002816,0.242,0.335,0.363,0.28,0.142,0.124,0.054054054054054,0.0867117117117117,1450000.0,1940000.0
E01002817,0.242,0.2959999999999999,0.359,0.303,0.156,0.1909999999999999,0.0609053497942386,0.0887728459530026,1322500.0,1150000.0
E01002865,0.2809999999999999,0.283,0.423,0.307,0.102,0.119,0.100990099009901,0.08099173553719,1775000.0,4947500.0
E01002818,0.288,0.3379999999999999,0.435,0.384,0.1229999999999999,0.118,0.0706231454005934,0.0814995925020374,1263500.0,2048000.0
E01002819,0.212,0.295,0.4029999999999999,0.26,0.125,0.123,0.0504201680672268,0.0915867944621938,1100000.0,2350000.0
E01002859,0.174,0.235,0.381,0.347,0.1129999999999999,0.146,0.0465465465465465,0.0717529518619436,1400000.0,2142500.0
E01002860,0.139,0.1879999999999999,0.366,0.31,0.134,0.152,0.045045045045045,0.0563086548488008,2000000.0,2100000.0
E01002863,0.197,0.2459999999999999,0.431,0.349,0.158,0.178,0.0627147766323024,0.098343685300207,1522500.0,1650000.0
E01002812,0.357,0.3829999999999999,0.434,0.32,0.098,0.103,0.0644745325596389,0.0532724505327245,825000.0,1250000.0
E01002834,0.2729999999999999,0.289,0.402,0.3259999999999999,0.084,0.118,0.0464912280701754,0.08206106870229,740000.0,1225000.0
E01002839,0.357,0.433,0.417,0.38,0.084,0.096,0.0838852097130242,0.1108771929824561,780000.0,1000000.0
E01002850,0.418,0.413,0.495,0.377,0.065,0.08,0.0678513731825525,0.107890499194847,850000.0,822500.0
E01002888,0.35,0.439,0.359,0.35,0.078,0.086,0.0385674931129476,0.0490753911806543,910000.0,1050000.0
E01002821,0.244,0.2909999999999999,0.3979999999999999,0.307,0.119,0.14,0.0431778929188255,0.0736514522821576,1004000.0,1450000.0
E01002823,0.283,0.376,0.609,0.507,0.1689999999999999,0.188,0.0886319845857418,0.1133144475920679,1850000.0,1385000.0
E01002858,0.402,0.55,0.552,0.487,0.153,0.1669999999999999,0.1198019801980198,0.1511728931364031,435000.0,592000.0
E01002861,0.1779999999999999,0.2759999999999999,0.41,0.38,0.172,0.146,0.0651204281891168,0.0992217898832684,1284400.0,2220000.0
E01002862,0.3429999999999999,0.405,0.564,0.462,0.156,0.195,0.0825396825396825,0.1190243902439024,250000.0,406250.0
E01002814,0.509,0.5720000000000001,0.511,0.428,0.09,0.1159999999999999,0.1201550387596899,0.1658562938951918,689500.0,1530000.0
E01002847,0.282,0.3879999999999999,0.397,0.294,0.0679999999999999,0.09,0.0416666666666666,0.0928742994395516,512500.0,871000.0
E01002848,0.354,0.361,0.4529999999999999,0.37,0.075,0.1079999999999999,0.0675074183976261,0.0857142857142857,530000.0,823500.0
E01002851,0.4479999999999999,0.495,0.573,0.493,0.146,0.191,0.1139784946236559,0.1367313915857605,505000.0,705000.0
E01002820,0.249,0.4452195750160979,0.347,0.5376692423266796,0.094,0.1256333977248336,0.08243415054059729,0.10193748581159481,955000.0,1625000.0
E01002822,0.16,0.4452195750160979,0.3509999999999999,0.5376692423266796,0.152,0.1256333977248336,0.08243415054059729,0.10193748581159481,1800500.0,2052000.0
E01002835,0.2459999999999999,0.3329999999999999,0.3259999999999999,0.2579999999999999,0.102,0.0979999999999999,0.0380650277557494,0.0557404326123128,1050000.0,1100000.0
E01002836,0.2229999999999999,0.234,0.364,0.255,0.085,0.1159999999999999,0.0371935756551141,0.0450530035335689,842500.0,1770000.0
E01002837,0.15,0.22,0.353,0.265,0.1159999999999999,0.139,0.0375457875457875,0.0715909090909091,1400000.0,2340000.0
E01002846,0.342,0.329,0.478,0.449,0.072,0.096,0.0614718614718614,0.073394495412844,460000.0,725000.0
