Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021,crime_2011,crime_2021,gentrification_score
E01001769,0.463,0.483,0.518,0.411,0.058,0.075,0.1,0.088074825,278000,690000,0.076923077,0.069953364,0.204084513
E01001715,0.295,0.292,0.351,0.288,0.032,0.056,0.051174497,0.055459272,330000,575000,0.066467513,0.054936306,-0.288220357
E01001716,0.433,0.559,0.515,0.493,0.059,0.084,0.088073394,0.153475568,240000,547500,0.108352144,0.098505811,-0.432143081
E01001717,0.411,0.427,0.531,0.448,0.05,0.09,0.10944206,0.127858628,376000,475000,0.04400978,0.06884058,-0.602800497
E01001718,0.247,0.281,0.318,0.266,0.038,0.063,0.03068253,0.049115914,325000,635000,0.124584718,0.192528736,-0.600425278
E01001719,0.48,0.481,0.615,0.43,0.138,0.089,0.117983963,0.119170984,230000,507000,0.059388646,0.093194359,0.654640667
E01001720,0.245,0.27,0.341,0.289,0.051,0.069,0.039973788,0.049564635,340000,620001,0.084803643,0.083284457,-0.27528099
E01001742,0.444,0.435,0.524,0.415,0.071,0.077,0.091101695,0.117771509,353750,475000,0.094111172,0.09219457,-0.291073739
E01001801,0.28,0.345,0.658,0.624,0.127,0.121,0.127236581,0.17211704,210250,657500,0.036636637,0.044419134,0.22616647
E01001803,0.243,0.223,0.446,0.422,0.072,0.098,0.071641791,0.04377565,367500,510000,0.068389876,0.062326099,0.683486867
E01001806,0.362,0.384,0.493,0.429,0.093,0.122,0.101736973,0.107996702,249950,550000,0.098773402,0.167454423,0.043402491
E01001741,0.273,0.249,0.382,0.302,0.063,0.097,0.050478677,0.067348679,570133,784750,0.082832331,0.090784044,-0.496033525
E01001805,0.308,0.403,0.448,0.447,0.056,0.084,0.070351759,0.105906314,270105,544500,0.079573421,0.086814087,-0.403080133
E01001829,0.227,0.254,0.375,0.293,0.062,0.1,0.052593134,0.05748758,475000,1182500,0.091773923,0.082352941,-0.252993219
E01001831,0.37,0.378,0.483,0.388,0.091,0.101,0.069164265,0.088607595,357500,713750,0.191097923,0.145833333,-0.085326805
E01001832,0.436,0.476,0.488,0.431,0.069,0.087,0.096340553,0.13086771,485000,718000,0.08404908,0.081472541,-0.362500727
E01001764,0.509,0.594,0.568,0.501,0.065,0.092,0.117205109,0.131224764,246100,442500,0.079599057,0.061433447,-0.233303596
E01001765,0.688,0.696,0.759,0.626,0.102,0.11,0.196531792,0.177747626,223000,557000,0.062572422,0.077915099,0.408638204
E01001767,0.482,0.468,0.542,0.424,0.064,0.065,0.136876006,0.119230769,330000,696058,0.070763501,0.095268139,0.410121917
E01001770,0.596,0.576,0.66,0.539,0.088,0.074,0.169542386,0.138869005,247750,511250,0.104931193,0.085131195,0.735705001
E01033703,0.476,0.51,0.576,0.451,0.084,0.085,0.13016158,0.125822368,291500,617500,0.094366197,0.0995671,0.206828792
E01033713,0.472,0.409,0.518,0.365,0.05,0.056,0.144320298,0.087336245,245000,543775,0.088082902,0.13175933,0.829626705
E01001792,0.545,0.525,0.584,0.495,0.091,0.112,0.125553914,0.129337539,400000,800000,0.077009556,0.084830339,0.141543376
E01001793,0.486,0.477,0.523,0.388,0.074,0.095,0.089962825,0.089030207,425000,598750,0.065371025,0.061736334,-0.249459655
E01001794,0.461,0.445,0.574,0.464,0.126,0.129,0.117687075,0.13250774,330000,670077,0.083857442,0.107344633,0.171302019
E01001795,0.428,0.436,0.491,0.381,0.068,0.073,0.110634648,0.080982712,187500,660000,0.099117447,0.113348248,0.70650485
E01001796,0.501,0.409,0.55,0.4,0.048,0.063,0.114306785,0.098557692,342000,673000,0.094373866,0.131237184,0.263466943
E01001736,0.334,0.349,0.441,0.347,0.053,0.08,0.092366412,0.073484848,359498,594500,0.071342926,0.074550129,0.0008652
E01001737,0.305,0.346,0.403,0.342,0.056,0.068,0.068399453,0.060796646,360000,685000,0.058887088,0.063182079,0.126175352
E01001738,0.27,0.292,0.453,0.368,0.062,0.087,0.070014144,0.088709677,270000,507100,0.076400679,0.080316742,-0.336866056
E01001739,0.247,0.263,0.416,0.302,0.071,0.1,0.065074627,0.05678422,350000,600000,0.076555024,0.076103501,-0.16565485
E01001786,0.732,0.669,0.761,0.546,0.074,0.072,0.171677215,0.163095238,166000,375000,0.073747936,0.08811568,0.338128043
E01001787,0.62,0.664,0.804,0.645,0.151,0.168,0.18696069,0.174904943,236000,500000,0.059305994,0.116586538,0.182960261
E01001788,0.659,0.702,0.745,0.633,0.11,0.14,0.178069353,0.164094232,162500,430000,0.077068857,0.09733939,0.254783736
E01001790,0.757,0.753,0.742,0.639,0.058,0.084,0.199124726,0.169136879,142500,328500,0.037174721,0.061386139,0.278108248
E01001740,0.591,0.636,0.668,0.554,0.09,0.095,0.166959578,0.15952381,215000,413000,0.071565495,0.073807969,0.196868698
E01001747,0.391,0.394,0.512,0.372,0.078,0.073,0.090401786,0.0969163,283000,576000,0.139990667,0.115549828,0.125997469
E01001830,0.489,0.488,0.603,0.477,0.11,0.101,0.11311054,0.127842655,368495,650000,0.141126909,0.1476265,0.144855457
E01001833,0.469,0.474,0.503,0.412,0.053,0.065,0.112617925,0.111364934,347500,718200,0.071661238,0.078657074,0.111365005
E01001834,0.407,0.439,0.428,0.38,0.046,0.059,0.078571429,0.097081596,295500,695750,0.071014493,0.078549849,-0.034935317
E01001835,0.363,0.343,0.421,0.334,0.069,0.079,0.067895247,0.071294559,328500,590000,0.054097056,0.068937551,0.066788236
E01001733,0.428,0.396,0.534,0.383,0.068,0.067,0.104181432,0.091607944,410000,962500,0.07704918,0.125396825,0.412756803
E01001785,0.486,0.488,0.595,0.446,0.111,0.107,0.138325991,0.121164437,385000,929000,0.054996647,0.055974843,0.426418525
E01001789,0.47,0.42,0.555,0.45,0.075,0.084,0.102755026,0.145415473,360000,750000,0.052089296,0.061373874,0.005202051
E01001791,0.629,0.594,0.685,0.535,0.068,0.09,0.171325518,0.131487889,380750,500000,0.064935065,0.073921971,0.075579936
E01001745,0.558,0.621,0.608,0.534,0.048,0.061,0.143440233,0.139574957,239500,595000,0.071270474,0.098545284,0.172031377
E01001746,0.664,0.733,0.721,0.627,0.048,0.085,0.18051832,0.174501992,285000,500000,0.042347247,0.054341406,-0.21487094
E01001757,0.766,0.768,0.71,0.646,0.057,0.081,0.157686212,0.175879397,154000,365250,0.047011027,0.052866242,0.076958059
E01001758,0.61,0.629,0.622,0.522,0.071,0.062,0.147286822,0.129638554,220000,440000,0.095510984,0.083237877,0.559518137
E01001759,0.507,0.488,0.556,0.43,0.085,0.1,0.096706377,0.110477548,275000,600000,0.053326003,0.065191388,0.012926527
E01001761,0.487,0.493,0.595,0.505,0.1,0.097,0.12,0.171574904,280000,610000,0.081792717,0.136738056,0.08092622
E01001731,0.529,0.534,0.568,0.452,0.047,0.04,0.116515837,0.102988506,190000,425000,0.153846154,0.14108818,0.593288684
E01001734,0.448,0.465,0.53,0.392,0.077,0.075,0.104,0.087586641,287000,565000,0.180087051,0.155256065,0.317497792
E01001760,0.505,0.462,0.597,0.437,0.085,0.085,0.105113636,0.109346365,250000,708500,0.275862069,0.294545455,0.335373349
E01001762,0.359,0.381,0.467,0.347,0.057,0.07,0.092175066,0.102911307,325000,487500,0.138686131,0.178486998,-0.360270238
E01001846,0.572,0.593,0.73,0.595,0.133,0.15,0.141583055,0.184055118,279000,435000,0.096296296,0.114126097,-0.247773861
E01001847,0.514,0.467,0.7,0.471,0.076,0.077,0.125874126,0.105777778,221500,440000,0.075221239,0.172230653,0.288033203
E01001848,0.45,0.52,0.618,0.595,0.112,0.094,0.141089109,0.188478397,305000,602500,0.086217365,0.121107266,0.260563575
E01001849,0.524,0.484,0.589,0.443,0.042,0.034,0.129516398,0.100917431,222000,580000,0.107157984,0.135862913,0.888998781
E01001729,0.665,0.628,0.693,0.57,0.049,0.052,0.15807327,0.147423353,145000,306500,0.172328902,0.273,0.384592586
E01001730,0.634,0.676,0.764,0.578,0.076,0.061,0.19058296,0.158685446,268000,340000,0.091523661,0.083213773,0.274747818
E01001732,0.652,0.678,0.731,0.586,0.074,0.06,0.18369028,0.134548003,145614,450000,0.073880163,0.109994712,0.989198049
E01001735,0.433,0.45,0.575,0.448,0.105,0.125,0.107404394,0.121052632,275000,580000,0.080098583,0.118495298,-0.068144164
E01001838,0.677,0.708,0.771,0.636,0.081,0.083,0.20610687,0.176865672,167500,535000,0.07360552,0.075357536,0.572100024
E01001850,0.699,0.706,0.783,0.646,0.063,0.086,0.188442211,0.169044223,210000,500000,0.066334992,0.080680571,0.205319792
E01001748,0.399,0.445219575,0.459,0.537669242,0.051,0.125633398,0.08169464,0.102151742,262000,545000,0.085342529,0.079747003,-0.232550511
E01001749,0.295,0.35,0.38,0.369,0.062,0.091,0.060240964,0.076257862,322000,675000,0.062427746,0.083056478,-0.192707531
E01001763,0.437,0.467,0.525,0.437,0.086,0.109,0.106707317,0.11065852,425000,560000,0.097753491,0.107303371,-0.271256842
E01001816,0.375,0.391,0.526,0.427,0.09,0.129,0.092,0.094249201,671000,1027500,0.085223789,0.098339719,-0.252002184
E01001819,0.32,0.403,0.505,0.474,0.113,0.185,0.081746032,0.12388724,475500,1206250,0.063331222,0.069981584,-0.394900039
E01001744,0.426,0.454,0.571,0.436,0.105,0.094,0.092706203,0.123568415,345000,685000,0.075251722,0.088455772,-0.007693487
E01001750,0.403,0.427,0.525,0.398,0.083,0.069,0.09375,0.102335929,320000,692500,0.092091008,0.105022831,0.281603665
E01001751,0.164,0.197,0.301,0.25,0.094,0.113,0.030349014,0.044705882,590000,1100000,0.091784339,0.077432164,-0.397158404
E01001756,0.252,0.284,0.398,0.336,0.075,0.092,0.051185345,0.068523677,298500,585000,0.11797235,0.126223092,-0.245265763
E01033698,0.545,0.445219575,0.658,0.537669242,0.153,0.125633398,0.08169464,0.102151742,250000,420000,0.085342529,0.079747003,0.422643424
E01033699,0.43,0.392,0.475,0.306,0.039,0.038,0.079513564,0.075899844,386250,587500,0.661513426,0.518807665,-0.038868125
E01033700,0.39,0.371,0.416,0.294,0.053,0.042,0.08008817,0.067111111,315000,500000,0.171518987,0.169002803,0.461518492
E01033707,0.46,0.445219575,0.522,0.537669242,0.064,0.125633398,0.08169464,0.102151742,295000,1200000,0.085342529,0.079747003,0.125664409
E01001836,0.369,0.391,0.58,0.459,0.079,0.087,0.105679367,0.092248559,365000,815000,0.114316239,0.11323764,0.285904371
E01001840,0.547,0.581,0.675,0.577,0.099,0.123,0.168455822,0.179984484,275000,412500,0.076372315,0.077245509,-0.154206078
E01001841,0.266,0.344,0.585,0.512,0.11,0.13,0.110904007,0.149107143,472500,750000,0.08286119,0.080350621,-0.40938111
E01001844,0.354,0.373,0.541,0.463,0.056,0.082,0.078996865,0.092336683,436750,861275,0.095450049,0.105344296,-0.188044391
E01001845,0.529,0.572,0.734,0.607,0.105,0.113,0.156552331,0.18498452,250000,465000,0.075532602,0.07922645,-0.046531765
E01001837,0.237,0.289,0.411,0.337,0.077,0.114,0.0525,0.064967105,305750,428000,0.110738255,0.083277815,-0.630344662
E01001839,0.391,0.387,0.487,0.362,0.033,0.04,0.081676518,0.069297401,325000,595000,0.144778126,0.220871752,0.122451093
E01001842,0.572,0.547,0.623,0.498,0.049,0.077,0.140084388,0.123914759,324000,555000,0.060112711,0.073803191,-0.022230389
E01001843,0.45,0.455,0.563,0.495,0.077,0.09,0.097457627,0.123343527,370000,667500,0.059533387,0.071428571,-0.056982638
E01033704,0.313,0.333,0.356,0.276,0.014,0.023,0.052325581,0.055076628,329000,594250,0.288943189,0.224882428,-0.344807965
E01033712,0.397,0.443,0.461,0.41,0.033,0.068,0.103393844,0.088854248,304998,760000,0.247959824,0.315789474,0.019387468
E01001772,0.64,0.595,0.712,0.506,0.067,0.074,0.159695817,0.154111956,220000,350000,0.061845861,0.094059406,-0.018417894
E01001774,0.432,0.456,0.521,0.419,0.043,0.047,0.111111111,0.101846337,265000,510000,0.121870572,0.161779575,0.190185602
E01001775,0.576,0.569,0.686,0.542,0.087,0.107,0.148009016,0.133480826,280000,395000,0.05568054,0.103303303,-0.040315995
E01001815,0.562,0.612,0.646,0.563,0.091,0.116,0.153498871,0.202496533,345000,1170000,0.043968433,0.070844687,0.018519203
E01001820,0.541,0.572,0.668,0.55,0.102,0.108,0.151865009,0.169860627,250000,442500,0.068306011,0.088401697,0.004787999
E01001821,0.542,0.557,0.688,0.582,0.097,0.115,0.153429603,0.155156951,275000,466000,0.055102041,0.12797619,0.033156033
E01001752,0.399,0.445219575,0.427,0.537669242,0.052,0.125633398,0.08169464,0.102151742,470000,627500,0.085342529,0.079747003,-0.433344739
E01001753,0.637,0.649,0.691,0.564,0.062,0.055,0.183122363,0.154991243,312500,400000,0.053211009,0.09455023,0.283856785
E01001754,0.428,0.445219575,0.558,0.537669242,0.065,0.125633398,0.08169464,0.102151742,312550,572500,0.085342529,0.079747003,-0.305311765
E01001755,0.523,0.568,0.678,0.52,0.068,0.083,0.137878788,0.13800578,250000,439000,0.106666667,0.136969697,-0.134190676
E01001773,0.519,0.464,0.591,0.406,0.078,0.059,0.144355336,0.10576465,280000,460500,0.085797382,0.1324,0.741741813
E01001776,0.534,0.516,0.686,0.487,0.108,0.111,0.159307359,0.140740741,332500,297500,0.070784178,0.124137931,-0.386493884
E01001779,0.503,0.445219575,0.558,0.537669242,0.054,0.125633398,0.08169464,0.102151742,330000,475000,0.085342529,0.079747003,-0.373209873
E01001781,0.465,0.528,0.702,0.572,0.082,0.063,0.153307393,0.135951662,250000,329995,0.073127229,0.132537688,0.325070203
E01001782,0.351,0.445219575,0.486,0.537669242,0.057,0.125633398,0.08169464,0.102151742,425000,622500,0.085342529,0.079747003,-0.544818206
E01001783,0.6,0.647,0.694,0.591,0.073,0.058,0.157133012,0.157935887,195000,500000,0.050758765,0.077873918,0.616613288
E01001777,0.452,0.499,0.562,0.402,0.049,0.045,0.104589114,0.085197935,295000,577500,0.194679054,0.143394806,0.313469573
E01001780,0.481,0.454,0.59,0.546,0.086,0.093,0.113324176,0.117303953,275000,455000,0.172489083,0.200440529,0.26529381
E01001784,0.478,0.52,0.676,0.52,0.063,0.082,0.101380042,0.13833448,253500,435000,0.061981667,0.085875706,-0.462373469
E01033706,0.288,0.347,0.35,0.276,0.018,0.02,0.032810271,0.043058649,425000,780000,0.767799872,0.638402242,-0.321026295
E01033708,0.247,0.371,0.325,0.252,0.011,0.024,0.02421466,0.040336134,465000,978970,1.516089109,0.799256506,-1.04024826
E01033709,0.443,0.499,0.506,0.434,0.045,0.049,0.062276306,0.07987013,285000,720000,0.081753555,0.108465608,0.024130555
E01033711,0.363,0.416,0.42,0.277,0.034,0.024,0.029527559,0.037870472,347500,815000,0.137622878,0.116622691,0.126335698
E01001798,0.659,0.587,0.719,0.584,0.092,0.073,0.178429818,0.163808397,192500,426250,0.104352679,0.08887008,0.78941355
E01001828,0.632,0.584,0.705,0.604,0.067,0.085,0.175893483,0.151768489,175000,395000,0.071742313,0.095354523,0.419129734
E01033702,0.519,0.477,0.619,0.524,0.027,0.043,0.147794994,0.146892655,341500,340000,0.051537822,0.076814658,-0.463609339
E01033705,0.649,0.62,0.657,0.52,0.036,0.053,0.130434783,0.159292035,285000,420000,0.079521464,0.121190645,-0.397172911
E01033710,0.487,0.439,0.565,0.392,0.026,0.026,0.116060961,0.091212458,220000,500000,0.059726962,0.033928571,0.500437319
E01001722,0.543,0.488,0.661,0.585,0.074,0.085,0.144021739,0.140615921,274850,425000,0.069492361,0.085849871,0.230893456
E01001728,0.422,0.393,0.832,0.763,0.049,0.057,0.179379715,0.166396104,182500,458000,0.038744483,0.052736318,0.522564688
E01001822,0.58,0.524,0.785,0.69,0.075,0.07,0.199675325,0.129237288,270000,579500,0.079196877,0.096373572,1.119727487
E01001827,0.48,0.522,0.816,0.69,0.079,0.102,0.184640523,0.152801358,167500,500000,0.066771819,0.078605201,0.384810982
E01002755,0.363,0.416,0.633,0.534,0.105,0.117,0.14229249,0.145775302,288750,395000,0.077269317,0.063650307,-0.17026551
E01002756,0.279,0.298,0.455,0.384,0.074,0.101,0.06899724,0.098821396,373750,525000,0.078828829,0.077812018,-0.529684287
E01002758,0.454,0.508,0.672,0.609,0.057,0.076,0.209375,0.162462908,217500,357500,0.095933926,0.089029294,0.220616611
E01002804,0.445,0.472,0.605,0.484,0.076,0.097,0.122142391,0.131352619,360000,533500,0.093373494,0.093375394,-0.268605711
E01002807,0.388,0.443,0.631,0.509,0.082,0.08,0.105417277,0.12543554,267500,485500,0.068508923,0.079787234,-0.049407574
E01002811,0.413,0.442,0.58,0.534,0.094,0.098,0.118374558,0.122317597,367000,896875,0.07457847,0.070339977,0.365995818
E01002753,0.374,0.432,0.608,0.5,0.086,0.131,0.103986135,0.12670409,261000,452000,0.043933054,0.065484311,-0.450503638
E01002754,0.208,0.295,0.437,0.373,0.093,0.107,0.067176871,0.073575949,721250,797500,0.077990747,0.054071661,-0.588699283
E01002757,0.336,0.375,0.534,0.463,0.074,0.113,0.113051471,0.114982578,655000,641500,0.071777003,0.070344828,-0.640319689
E01002759,0.237,0.25,0.471,0.414,0.132,0.159,0.047021944,0.087937743,422500,820000,0.059146341,0.042932629,-0.340017821
E01002760,0.448,0.491,0.71,0.536,0.096,0.091,0.149779736,0.149963424,235000,560000,0.071289695,0.065972222,0.221874073
E01002772,0.321,0.328,0.503,0.394,0.091,0.091,0.083727211,0.101265823,297500,522500,0.105691057,0.155437666,-0.040562988
E01002735,0.406,0.459,0.518,0.41,0.068,0.057,0.074759437,0.082787832,249995,669600,0.143290832,0.111374408,0.343774112
E01002805,0.297,0.312,0.447,0.327,0.07,0.076,0.071482318,0.076502732,335000,514250,0.150347442,0.156527683,-0.211054888
E01002806,0.28,0.288,0.47,0.354,0.093,0.101,0.076138148,0.090909091,412500,765000,0.064455569,0.060532688,-0.136365377
E01002808,0.287,0.33,0.519,0.422,0.078,0.096,0.08933162,0.105132962,294475,602500,0.087388802,0.081504702,-0.186714691
E01002809,0.367,0.429,0.559,0.462,0.067,0.102,0.105384615,0.122648084,390000,495000,0.068085106,0.067978533,-0.626251016
E01002810,0.394,0.413,0.584,0.484,0.083,0.088,0.113873296,0.130727763,361250,631000,0.120291616,0.123421355,-0.010866541
E01002768,0.256,0.295,0.545,0.45,0.128,0.13,0.065166796,0.11167147,287500,530000,0.066958698,0.074590661,-0.317593799
E01002770,0.306,0.316,0.471,0.354,0.122,0.106,0.063621533,0.105716042,393500,523000,0.310344828,0.278775079,-0.361785386
E01002771,0.322,0.37,0.515,0.43,0.084,0.1,0.096890817,0.086457536,510000,717000,0.067658999,0.085768742,-0.078026017
E01002773,0.398,0.54,0.721,0.599,0.172,0.116,0.136803874,0.138147567,194950,388000,0.056399132,0.080886759,0.503947914
E01002774,0.305,0.337,0.524,0.41,0.09,0.089,0.08685446,0.086533261,332475,525025,0.070610687,0.101462954,0.00868798
E01002732,0.505,0.561,0.651,0.584,0.09,0.099,0.173582296,0.174281984,250000,522500,0.132106118,0.097441481,0.212059544
E01002734,0.567,0.6,0.717,0.557,0.054,0.048,0.194915254,0.142403388,290000,707125,0.247330961,0.27084215,0.741389824
E01002736,0.517,0.621,0.776,0.618,0.182,0.157,0.181818182,0.23089983,229250,529250,0.060295061,0.077329808,0.090373442
E01002737,0.502,0.565,0.702,0.573,0.081,0.089,0.176040906,0.15562701,270000,450000,0.087313816,0.067588326,0.104648981
E01002751,0.507,0.544,0.666,0.53,0.073,0.081,0.143165468,0.163139932,250000,446000,0.087173792,0.096292197,-0.106359643
E01002742,0.181,0.381,0.324,0.329,0.093,0.085,0.028324154,0.085923218,520000,670000,0.070648683,0.061,-0.862093627
E01002747,0.245,0.326,0.421,0.341,0.087,0.108,0.051012753,0.077404222,635000,910000,0.090464548,0.113761468,-0.716273457
E01002748,0.46,0.52,0.551,0.495,0.064,0.071,0.129597198,0.122556391,325000,600000,0.150917743,0.138668296,0.188675384
E01002749,0.369,0.391,0.517,0.422,0.069,0.087,0.077160494,0.100665557,452500,1220500,0.064737243,0.060863874,-0.092527295
E01033493,0.174,0.202,0.196,0.157,0.018,0.037,0.014646054,0.021720969,342500,670000,0.053869499,0.01598721,-0.737447268
E01033494,0.226,0.239,0.365,0.312,0.086,0.095,0.040453074,0.065882353,488000,765000,0.065868263,0.063760573,-0.342890559
E01002730,0.327,0.361,0.519,0.462,0.088,0.083,0.07620941,0.090793651,330000,653592,0.176996092,0.154237288,0.177148752
E01002731,0.342,0.445219575,0.463,0.537669242,0.058,0.125633398,0.08169464,0.102151742,276000,550000,0.085342529,0.079747003,-0.333383313
E01002733,0.273,0.35,0.394,0.322,0.073,0.08,0.045514512,0.073895582,342500,558500,0.086552217,0.04950495,-0.528422182
E01002763,0.31,0.38,0.625,0.504,0.093,0.113,0.071606994,0.101153505,250000,428500,0.136834831,0.104500381,-0.476807382
E01002769,0.258,0.33,0.487,0.407,0.083,0.127,0.03760282,0.083387201,575000,835000,0.055528495,0.060832444,-0.998879114
E01002785,0.235,0.261,0.453,0.348,0.109,0.116,0.078824315,0.063642092,418000,540000,0.114535182,0.079849946,0.002796423
E01002788,0.207,0.265,0.391,0.304,0.074,0.105,0.05968254,0.058786346,385000,604435,0.079545455,0.06640625,-0.42200379
E01002789,0.153,0.215,0.321,0.285,0.098,0.143,0.033810143,0.049840256,395000,1035000,0.069466882,0.065520945,-0.432645532
E01002738,0.238,0.295,0.427,0.373,0.113,0.114,0.080887616,0.08119925,480000,750000,0.086932137,0.09056806,0.009397719
E01002741,0.352,0.495,0.651,0.574,0.1,0.095,0.139492754,0.159385113,255000,463500,0.069352708,0.095819936,-0.04537235
E01002743,0.322,0.307,0.462,0.35,0.115,0.12,0.07425343,0.071314103,465000,672500,0.071041541,0.058707124,0.036960093
E01002744,0.213,0.275,0.404,0.363,0.082,0.12,0.058091286,0.071000855,483750,622500,0.100138122,0.082568807,-0.614000031
E01002752,0.352,0.364,0.498,0.394,0.081,0.092,0.097246127,0.094864479,400000,662500,0.063074901,0.064377682,0.004840568
E01002764,0.309,0.427,0.574,0.525,0.112,0.104,0.100073584,0.146825397,320500,449000,0.083333333,0.07177814,-0.324983079
E01002783,0.293,0.406,0.637,0.541,0.109,0.113,0.111392405,0.153684211,320000,495000,0.112374582,0.101684717,-0.412823573
E01002784,0.362,0.427,0.633,0.547,0.105,0.113,0.11751663,0.129143646,300498,492500,0.079462787,0.076496674,-0.080422373
E01002786,0.373,0.437,0.574,0.49,0.08,0.089,0.107604017,0.130731103,326500,570000,0.099778271,0.084615385,-0.168718038
E01002787,0.366,0.446,0.665,0.499,0.061,0.063,0.145361578,0.093322607,205000,410000,0.062307218,0.058333333,0.513840933
E01002762,0.244,0.285,0.429,0.373,0.081,0.102,0.059657413,0.055816686,405000,710000,0.088536336,0.077915099,-0.001488936
E01002767,0.345,0.443,0.63,0.499,0.097,0.11,0.098894349,0.112234043,380000,421250,0.051960784,0.070604522,-0.62285902
E01033486,0.381,0.459,0.562,0.52,0.057,0.066,0.114457831,0.104426788,427500,592500,0.104807692,0.11143695,-0.012528349
E01033487,0.395,0.392,0.296,0.185,0.012,0.012,0.028436019,0.030217186,343750,500000,0.030769231,0.021026072,-0.338792436
E01033488,0.404,0.529,0.526,0.405,0.085,0.06,0.099794239,0.082474227,487500,470250,0.107996702,0.108059701,0.054928867
E01033491,0.326,0.334,0.465,0.374,0.063,0.066,0.070393375,0.080446271,343000,580000,0.236482472,0.222857143,-0.029065568
E01033492,0.306,0.445219575,0.262,0.537669242,0.029,0.125633398,0.08169464,0.102151742,345000,465000,0.085342529,0.079747003,-0.511354156
E01002777,0.229,0.302,0.458,0.389,0.096,0.101,0.069666183,0.094910591,425000,725000,0.07037037,0.078245406,-0.320792536
E01002778,0.519,0.579,0.679,0.546,0.087,0.074,0.152902698,0.165262476,250000,500000,0.089678511,0.070990807,0.253670218
E01002779,0.255,0.289,0.383,0.319,0.056,0.066,0.064619322,0.065595716,350000,510000,0.104067618,0.106274731,-0.170948712
E01002781,0.389,0.396,0.59,0.447,0.083,0.077,0.109942639,0.137559002,377950,524000,0.068837898,0.063392347,-0.181703962
E01002782,0.515,0.55,0.695,0.593,0.08,0.071,0.18241966,0.179735683,345000,487500,0.061639344,0.103667137,0.198358057
E01002739,0.184,0.233,0.37,0.288,0.102,0.122,0.051688491,0.05570118,545000,1048056,0.088586957,0.086933045,-0.251007026
E01002740,0.17,0.211,0.291,0.258,0.071,0.091,0.032169747,0.046499198,430000,1075000,0.153846154,0.151219512,-0.250165554
E01002745,0.202,0.264,0.409,0.329,0.087,0.115,0.053897181,0.063260341,542500,810000,0.066666667,0.074844075,-0.539250877
E01002795,0.344,0.389,0.473,0.392,0.063,0.083,0.084601339,0.10755287,499950,700000,0.27027027,0.256937307,-0.490889691
E01002796,0.218,0.302,0.441,0.431,0.114,0.116,0.071991001,0.12394958,359500,935000,0.079731028,0.09442446,-0.122272155
E01002716,0.369,0.427,0.598,0.536,0.102,0.109,0.118663594,0.14565678,280000,527500,0.119702927,0.100565956,-0.03184938
E01002718,0.175,0.193,0.378,0.291,0.086,0.092,0.052223006,0.057183703,440000,825000,0.063511084,0.067635904,-0.077534222
E01002721,0.212,0.236,0.507,0.405,0.082,0.102,0.088410104,0.088744589,487500,798000,0.065947242,0.097256858,-0.164296526
E01002775,0.23,0.276,0.378,0.312,0.063,0.071,0.055329536,0.074614761,505500,792000,0.076655052,0.111430625,-0.387602694
E01002776,0.316,0.341,0.504,0.385,0.091,0.089,0.086124402,0.104958146,385000,657500,0.100840336,0.080808081,-0.124924627
E01002780,0.31,0.308,0.48,0.483,0.069,0.09,0.088922381,0.087221095,400000,638000,0.071341463,0.07020649,0.171917547
E01002708,0.341,0.418,0.622,0.489,0.082,0.076,0.060661765,0.110117384,345000,479050,0.103170609,0.093972473,-0.546539419
E01002712,0.353,0.388,0.699,0.414,0.054,0.085,0.163252241,0.08245614,381250,594000,0.107744108,0.200729927,0.194714718
E01002713,0.309,0.408,0.76,0.619,0.19,0.102,0.128205128,0.164871582,235000,365000,0.076576577,0.069913043,0.526081649
E01002765,0.433,0.519,0.641,0.548,0.07,0.064,0.1113381,0.122050448,223000,466000,0.089171975,0.115397984,0.19202809
E01002766,0.436,0.499,0.719,0.572,0.099,0.094,0.112005857,0.127659574,212500,406250,0.063959956,0.097215883,0.024248264
E01002717,0.246,0.307,0.456,0.383,0.111,0.118,0.064859632,0.088645418,395000,1825000,0.067629179,0.060946271,0.066616971
E01002719,0.179,0.223,0.387,0.309,0.129,0.147,0.034834325,0.060240964,584500,1020000,0.113119143,0.11724608,-0.566975009
E01002720,0.42,0.467,0.68,0.581,0.072,0.081,0.135248354,0.152593486,306500,550000,0.113518198,0.120863309,-0.053090994
E01002790,0.3,0.411,0.635,0.583,0.135,0.127,0.084078712,0.159620362,660000,580000,0.108089261,0.109320252,-0.907463958
E01002791,0.165,0.267,0.422,0.288,0.125,0.102,0.056573705,0.066964286,545140,825000,0.167420814,0.113368984,-0.437751814
E01002793,0.27,0.342,0.502,0.464,0.09,0.096,0.090909091,0.108668342,351000,500000,0.144805876,0.120819849,-0.220349037
E01002698,0.233,0.294,0.39,0.316,0.062,0.076,0.059598854,0.072612922,435000,775000,0.060503388,0.073705179,-0.36638629
E01002699,0.159,0.239,0.416,0.401,0.093,0.135,0.056030389,0.080893683,596475,1057500,0.091272485,0.066976127,-0.554645844
E01002700,0.122,0.178,0.325,0.281,0.116,0.179,0.041958042,0.059227468,620000,1300000,0.067521945,0.06223176,-0.591646743
E01002714,0.173,0.208,0.344,0.285,0.06,0.103,0.032348805,0.068913858,340000,725000,0.086803519,0.085492228,-0.792318737
